customer_id,signup_date,age,gender,region,plan_type,monthly_fee,usage_hours,support_calls,late_payments,contract_months,device_type,payment_method,satisfaction_score,churn
CUST-00449,2025-01-30,54.0,Male,Incheon,Premium,80664.0,4.0,1.0,0,1,Android,Card,5.0,0
CUST-00450,2025-01-26,48.0,Female,Busan,Premium,77447.0,7.5,5.0,1,24,Android,Mobile,3.0,0
CUST-00451,2024-06-11,39.0,Female,Busan,Premium,53343.0,30.5,1.0,0,6,Android,Card,5.0,0
CUST-00452,2023-11-09,36.0,Female,Daejeon,Basic,60927.0,35.6,1.0,1,1,iOS,VirtualAccount,2.0,1
CUST-00453,2023-04-13,34.0,Male,Daegu,Standard,61539.0,52.8,2.0,1,6,iOS,VirtualAccount,1.0,0
CUST-00454,2024-01-31,48.0,Female,Daegu,Premium,77102.0,13.0,1.0,1,12,iOS,Mobile,2.0,0
CUST-00455,2024-03-16,18.0,Male,Seoul,Standard,63332.0,32.4,3.0,0,6,Android,VirtualAccount,4.0,0
CUST-00456,2025-10-19,56.0,Male,Busan,Basic,86642.0,18.1,4.0,0,12,iOS,VirtualAccount,1.0,0
CUST-00457,2023-03-31,48.0,Female,Daegu,Basic,46498.0,25.3,2.0,1,12,Android,Mobile,5.0,0
CUST-00458,2026-03-05,30.0,Female,Seoul,Basic,35344.0,15.3,1.0,0,24,Android,BankTransfer,3.0,0
CUST-00459,2025-01-11,52.0,Female,Daegu,Standard,80823.0,37.5,0.0,1,6,Web,BankTransfer,2.0,0
CUST-00460,2023-06-23,33.0,Female,Busan,Standard,75859.0,63.2,2.0,0,3,Android,Card,5.0,0
CUST-00461,2024-01-07,25.0,Male,Seoul,Premium,66434.0,54.8,1.0,2,3,Web,Mobile,5.0,1
CUST-00462,2024-12-08,30.0,Female,Daejeon,Standard,45879.0,27.9,2.0,0,6,iOS,Mobile,1.0,0
CUST-00463,2023-03-08,27.0,Female,Incheon,Premium,73271.0,37.6,2.0,0,6,Android,VirtualAccount,3.0,0
CUST-00464,2023-11-09,31.0,Female,Daejeon,Standard,76357.0,34.0,2.0,1,24,iOS,VirtualAccount,3.0,0
CUST-00465,2024-11-17,51.0,Female,Incheon,Basic,103168.0,14.8,1.0,1,24,iOS,Mobile,2.0,0
CUST-00466,2024-08-09,44.0,Male,Seoul,Premium,81776.0,30.5,2.0,0,12,iOS,BankTransfer,1.0,0
CUST-00467,2024-08-12,36.0,Female,Seoul,Standard,56724.0,49.3,2.0,1,6,Android,BankTransfer,4.0,0
CUST-00468,2025-07-28,43.0,Male,Seoul,Standard,114169.0,11.7,1.0,0,24,iOS,VirtualAccount,3.0,0
CUST-00469,2025-06-29,50.0,Male,Seoul,Basic,83035.0,35.0,1.0,0,6,Android,BankTransfer,3.0,0
CUST-00470,2024-12-01,67.0,Female,Incheon,Standard,59572.0,24.2,1.0,1,12,iOS,VirtualAccount,1.0,0
CUST-00471,2025-03-09,34.0,Female,Daegu,Standard,43304.0,23.5,3.0,2,6,iOS,BankTransfer,2.0,1
CUST-00472,2024-02-17,45.0,Female,Daejeon,Premium,73516.0,58.4,2.0,1,24,Android,Card,5.0,0
CUST-00473,2023-01-08,47.0,Male,Daegu,Premium,67237.0,16.7,3.0,1,1,Android,BankTransfer,1.0,0
CUST-00474,2025-12-21,54.0,Female,Busan,Standard,59352.0,110.4,2.0,1,6,Android,Mobile,1.0,0
CUST-00475,2025-08-19,18.0,Female,Busan,Basic,64853.0,46.1,3.0,2,6,Web,BankTransfer,3.0,0
CUST-00476,2024-11-22,28.0,Female,Busan,Premium,78252.0,29.3,2.0,2,3,Android,Mobile,1.0,0
CUST-00477,2025-01-19,24.0,Female,Seoul,Standard,22822.0,40.2,0.0,0,24,Android,Mobile,1.0,0
CUST-00478,2025-04-09,31.0,Female,Seoul,Basic,80055.0,33.1,2.0,2,24,Web,VirtualAccount,4.0,0
CUST-00479,2026-02-01,37.0,Female,Daejeon,Standard,54493.0,14.1,1.0,1,6,Android,Mobile,4.0,0
CUST-00480,2025-02-21,,Female,Busan,Premium,71278.0,30.8,0.0,0,6,iOS,BankTransfer,4.0,0
CUST-00481,2025-02-11,44.0,Female,Seoul,Premium,66606.0,35.2,3.0,0,6,Android,VirtualAccount,2.0,0
CUST-00482,2024-03-31,42.0,Male,Daegu,Basic,80922.0,13.1,3.0,0,1,iOS,Card,4.0,0
CUST-00483,2023-11-18,51.0,Female,Seoul,Standard,74085.0,24.6,0.0,0,24,iOS,VirtualAccount,5.0,0
CUST-00484,2025-06-23,38.0,Male,Incheon,Standard,62033.0,18.2,1.0,1,12,iOS,BankTransfer,1.0,0
CUST-00485,2025-12-20,31.0,Female,Seoul,Basic,57644.0,9.0,2.0,2,1,Android,VirtualAccount,1.0,0
CUST-00486,2025-04-24,53.0,Female,Busan,Basic,44974.0,56.3,3.0,2,12,Web,Card,5.0,0
CUST-00487,2025-11-21,39.0,Male,Daejeon,Premium,92117.0,42.1,1.0,1,24,Android,BankTransfer,2.0,0
CUST-00488,2025-09-08,32.0,Female,Seoul,Standard,79891.0,23.8,2.0,2,1,iOS,VirtualAccount,3.0,0
CUST-00489,2025-08-16,65.0,Male,Daejeon,Standard,59493.0,66.4,2.0,0,1,iOS,,5.0,0
CUST-00490,2026-05-14,49.0,Male,Seoul,Premium,70487.0,33.7,0.0,0,12,Android,Card,5.0,0
CUST-00491,2024-08-08,33.0,Female,Daegu,Standard,41700.0,252.0,2.0,0,1,Web,BankTransfer,4.0,0
CUST-00492,2025-01-08,42.0,Male,Incheon,Standard,54130.0,39.6,3.0,0,12,Web,VirtualAccount,5.0,1
CUST-00493,2026-02-18,53.0,Male,Busan,Basic,41544.0,29.8,1.0,1,12,iOS,BankTransfer,2.0,1
CUST-00494,2025-10-22,18.0,Male,Seoul,Basic,219224.0,21.3,1.0,0,24,Web,BankTransfer,4.0,0
CUST-00495,2023-11-28,19.0,Female,Seoul,Premium,46536.0,45.9,1.0,1,24,Android,BankTransfer,5.0,0
CUST-00496,2024-06-09,32.0,Female,Incheon,Basic,37700.0,45.4,1.0,0,24,Android,Card,1.0,0
CUST-00497,2025-12-08,39.0,Female,Seoul,Basic,63975.0,22.9,2.0,0,1,iOS,Card,5.0,0
CUST-00498,2023-03-16,26.0,Male,Incheon,Standard,61120.0,19.1,,0,12,iOS,BankTransfer,5.0,0
CUST-00499,2026-01-25,50.0,Female,Busan,Standard,32303.0,32.2,4.0,0,12,Web,BankTransfer,2.0,0
CUST-00500,2023-08-15,36.0,Female,Busan,Basic,53047.0,23.1,1.0,0,12,Web,Card,3.0,0
CUST-00501,2025-02-08,60.0,Male,Daegu,Premium,45599.0,56.5,3.0,0,6,iOS,Mobile,2.0,1
CUST-00502,2024-04-21,41.0,Female,Seoul,Standard,71266.0,49.6,2.0,0,12,Web,Card,3.0,0
CUST-00503,2024-02-22,50.0,Female,Daegu,Basic,30734.0,24.9,1.0,0,3,Android,Card,2.0,1
CUST-00504,2023-04-07,43.0,Female,Daejeon,Basic,69503.0,12.4,3.0,1,12,Android,Mobile,5.0,0
CUST-00505,2024-01-16,31.0,Male,Daegu,Premium,90569.0,36.4,1.0,0,1,Android,Card,3.0,0
CUST-00506,2025-10-18,37.0,Female,Incheon,Premium,69011.0,42.9,1.0,0,12,Web,BankTransfer,1.0,0
CUST-00507,2025-10-24,43.0,Male,Busan,Basic,76875.0,19.9,2.0,0,3,iOS,Mobile,3.0,1
CUST-00508,2025-02-21,48.0,Female,Busan,Standard,62056.0,44.4,2.0,1,6,iOS,Card,3.0,0
CUST-00509,2023-12-25,36.0,Male,Busan,Standard,70248.0,12.4,3.0,1,12,Android,Card,1.0,0
CUST-00510,2024-11-30,25.0,Female,Seoul,Basic,46451.0,49.9,1.0,0,12,iOS,Card,2.0,0
CUST-00511,2025-05-09,38.0,Male,Seoul,Basic,62214.0,14.5,,0,3,iOS,Card,3.0,1
CUST-00512,2024-07-17,47.0,Male,Incheon,Basic,26035.0,43.7,3.0,2,6,Android,VirtualAccount,2.0,1
CUST-00513,2024-02-15,60.0,Male,Busan,Standard,38891.0,42.7,0.0,1,24,Android,VirtualAccount,4.0,0
CUST-00514,2025-10-16,32.0,Female,Busan,Basic,74261.0,24.8,3.0,3,6,Android,Card,2.0,0
CUST-00515,2023-01-29,68.0,Female,Seoul,Premium,51333.0,27.9,3.0,0,6,Web,Card,3.0,0
CUST-00516,2026-02-14,20.0,Female,Daegu,Standard,46366.0,35.6,4.0,0,6,Android,VirtualAccount,1.0,0
CUST-00517,2023-12-22,63.0,Male,Daegu,Premium,49407.0,68.6,0.0,1,12,Web,Card,4.0,0
CUST-00518,2023-09-18,70.0,Male,Daejeon,Basic,54744.0,42.3,1.0,0,1,iOS,BankTransfer,1.0,0
CUST-00519,2024-12-29,51.0,Male,Seoul,Premium,54580.0,52.7,0.0,0,12,iOS,VirtualAccount,5.0,0
CUST-00520,2023-12-29,53.0,Male,Seoul,Standard,68046.0,50.2,2.0,0,12,iOS,BankTransfer,3.0,0
CUST-00521,2026-05-26,23.0,Female,Busan,Basic,18000.0,50.7,1.0,2,12,Android,Card,1.0,0
CUST-00522,2025-12-21,42.0,Male,Incheon,Basic,79137.0,30.0,2.0,1,12,iOS,VirtualAccount,4.0,0
CUST-00523,2025-05-05,51.0,Male,Seoul,Standard,59731.0,46.5,2.0,1,12,iOS,Mobile,3.0,0
CUST-00524,2025-03-11,27.0,Male,Seoul,Premium,60961.0,16.9,1.0,2,12,Android,Card,4.0,0
CUST-00525,2025-09-21,29.0,Female,Daegu,Standard,87691.0,32.3,1.0,1,6,Web,VirtualAccount,5.0,0
CUST-00526,2024-06-19,27.0,Male,Daegu,Standard,38641.0,37.4,4.0,0,6,Android,BankTransfer,3.0,0
CUST-00527,2025-01-24,51.0,Male,Seoul,Standard,69645.0,39.4,0.0,0,24,iOS,VirtualAccount,4.0,0
CUST-00528,2025-10-16,35.0,Female,Busan,Premium,62934.0,43.3,3.0,0,24,iOS,Card,5.0,0
CUST-00529,2024-05-22,43.0,Male,Seoul,Standard,33990.0,48.9,1.0,1,3,Android,BankTransfer,2.0,0
CUST-00530,2025-09-07,37.0,Male,Seoul,Standard,89723.0,26.1,2.0,2,6,Android,Card,4.0,1
CUST-00531,2025-05-31,46.0,Male,Seoul,Basic,33646.0,104.8,3.0,0,24,Android,Card,3.0,0
CUST-00532,2023-05-27,64.0,Male,Seoul,Premium,62054.0,11.0,2.0,0,1,Android,BankTransfer,5.0,0
CUST-00533,2026-02-09,58.0,Male,Seoul,Premium,75729.0,36.1,,1,3,iOS,Mobile,1.0,0
CUST-00534,2025-07-22,38.0,Male,Daegu,Basic,52641.0,23.0,4.0,5,12,Web,Card,3.0,1
CUST-00535,2026-04-27,35.0,Male,Seoul,Basic,68707.0,43.1,0.0,2,12,Android,BankTransfer,4.0,0
CUST-00536,2023-01-05,48.0,Male,Incheon,Standard,94062.0,46.9,1.0,2,12,Web,BankTransfer,5.0,0
CUST-00537,2025-05-02,53.0,Male,Seoul,Standard,66581.0,33.1,1.0,0,12,Android,VirtualAccount,4.0,0
CUST-00538,2024-12-07,39.0,Female,Daejeon,Basic,77680.0,37.9,0.0,1,3,Android,VirtualAccount,3.0,0
CUST-00539,2025-11-15,47.0,Male,Daegu,Standard,96615.0,28.4,1.0,1,6,iOS,Card,5.0,0
CUST-00540,2026-05-07,53.0,Male,Seoul,Basic,64213.0,10.0,4.0,1,12,Android,Card,1.0,0
CUST-00541,2024-12-23,62.0,Male,Daejeon,Standard,84994.0,26.8,3.0,0,12,Android,Card,1.0,1
CUST-00542,2023-02-11,18.0,Male,Daejeon,Basic,53473.0,11.5,4.0,1,12,Android,BankTransfer,1.0,1
CUST-00543,2026-03-22,28.0,Male,Busan,Standard,61547.0,57.1,1.0,2,24,Android,VirtualAccount,1.0,0
CUST-00544,2024-11-04,21.0,Male,Daejeon,Standard,62014.0,7.2,2.0,0,24,iOS,Mobile,2.0,0
CUST-00545,2025-10-28,34.0,Male,Daegu,Basic,83166.0,85.7,4.0,0,12,Web,Mobile,4.0,0
CUST-00546,2023-10-22,35.0,Female,Busan,Standard,90646.0,29.1,1.0,0,1,Android,Card,3.0,0
CUST-00547,2025-12-06,55.0,Female,Seoul,Standard,84797.0,59.5,4.0,0,6,Web,Mobile,4.0,0
CUST-00548,2023-10-27,30.0,Female,Seoul,Premium,62591.0,45.2,0.0,1,12,Android,Mobile,5.0,0
CUST-00549,2023-12-06,30.0,Female,Seoul,Basic,87305.0,32.3,2.0,1,6,Android,Mobile,2.0,0
CUST-00550,2026-02-21,39.0,Female,Daegu,Standard,55739.0,58.8,0.0,1,12,Android,Card,5.0,0
CUST-00551,2025-11-27,33.0,Female,Incheon,Standard,63419.0,23.9,0.0,0,1,Web,VirtualAccount,3.0,0
CUST-00552,2025-05-23,51.0,Female,Daegu,Basic,68725.0,75.3,3.0,0,24,iOS,BankTransfer,1.0,0
CUST-00553,2023-06-28,25.0,Male,Daejeon,Standard,39764.0,38.6,1.0,0,6,Android,BankTransfer,4.0,0
CUST-00554,2025-01-02,34.0,Female,Seoul,Basic,73463.0,61.2,0.0,1,12,Android,VirtualAccount,2.0,0
CUST-00555,2023-11-02,62.0,Male,Seoul,Standard,64253.0,27.0,4.0,0,3,iOS,Card,2.0,0
CUST-00556,2025-02-13,44.0,Male,Seoul,Premium,60151.0,51.0,1.0,2,12,Android,BankTransfer,4.0,0
CUST-00557,2026-05-05,34.0,Male,Busan,Premium,52705.0,16.0,2.0,0,12,Android,VirtualAccount,4.0,0
CUST-00558,2023-11-16,45.0,Female,Incheon,Premium,95001.0,60.1,1.0,0,12,Android,Card,2.0,0
CUST-00559,2023-05-06,28.0,Female,Seoul,Basic,66215.0,27.3,2.0,1,3,Android,VirtualAccount,1.0,0
CUST-00560,2025-10-20,29.0,Male,Seoul,Standard,66018.0,57.6,8.0,1,24,Android,Mobile,5.0,0
CUST-00561,2024-11-30,63.0,Male,Daegu,Basic,68844.0,27.5,2.0,0,24,Android,BankTransfer,2.0,0
CUST-00562,2023-04-10,46.0,Male,Incheon,Standard,57397.0,41.3,2.0,1,6,Android,BankTransfer,,0
CUST-00563,2023-01-05,58.0,Male,Seoul,Premium,63272.0,30.5,4.0,0,12,iOS,BankTransfer,2.0,0
CUST-00564,2025-10-21,67.0,Female,Busan,Standard,67131.0,35.6,2.0,1,6,iOS,Mobile,4.0,0
CUST-00565,2023-09-10,59.0,Female,Daejeon,Premium,52725.0,15.1,2.0,0,24,Android,Card,4.0,0
CUST-00566,2024-03-16,49.0,Male,Seoul,Basic,67873.0,36.2,3.0,1,12,iOS,Mobile,1.0,1
CUST-00567,2025-03-08,58.0,Male,Busan,Basic,58096.0,44.1,1.0,0,12,Android,VirtualAccount,2.0,0
CUST-00568,2024-07-16,56.0,Female,Daegu,Premium,65345.0,44.9,4.0,0,12,Android,VirtualAccount,3.0,0
CUST-00569,2024-08-24,22.0,Male,Seoul,Basic,56194.0,46.9,1.0,0,6,Android,Card,2.0,0
CUST-00570,2023-10-27,38.0,Female,Seoul,Standard,74721.0,55.1,0.0,0,24,iOS,BankTransfer,2.0,0
CUST-00571,2026-04-22,78.0,Female,Seoul,Premium,73439.0,59.2,1.0,2,3,Web,BankTransfer,4.0,0
CUST-00572,2026-05-25,49.0,Male,Daejeon,Standard,53282.0,52.3,0.0,0,3,iOS,Mobile,4.0,0
CUST-00573,2025-11-05,59.0,Male,Seoul,Premium,58690.0,52.8,2.0,2,12,Android,Card,4.0,0
CUST-00574,2024-12-17,51.0,Female,Daegu,Standard,45897.0,36.8,4.0,0,12,Android,Mobile,5.0,0
CUST-00575,2024-06-25,58.0,Male,Busan,Standard,64408.0,15.5,1.0,1,6,Android,Card,3.0,0
CUST-00576,2023-04-21,55.0,Male,Busan,Basic,68465.0,97.1,1.0,1,6,iOS,Card,4.0,0
CUST-00577,2024-09-02,42.0,Male,Incheon,Standard,46030.0,64.2,1.0,1,24,Android,Card,2.0,0
CUST-00578,2024-03-30,32.0,Female,Busan,Basic,78696.0,35.7,1.0,0,12,Android,BankTransfer,2.0,0
CUST-00579,2023-07-31,37.0,Female,Daegu,Standard,34377.0,14.7,0.0,1,12,iOS,Mobile,3.0,0
CUST-00580,2026-03-13,37.0,Male,Daegu,Standard,49324.0,40.4,7.0,2,12,Web,VirtualAccount,1.0,0
CUST-00581,2026-04-24,40.0,Female,Daegu,Basic,56720.0,45.6,,1,12,iOS,Card,5.0,0
CUST-00582,2024-03-06,31.0,Female,Seoul,Standard,38763.0,42.5,3.0,0,12,iOS,Mobile,1.0,1
CUST-00583,2023-05-29,43.0,Female,Seoul,Basic,34743.0,53.6,1.0,1,3,Android,BankTransfer,3.0,0
CUST-00584,2026-01-06,50.0,Female,Incheon,Standard,48044.0,14.8,2.0,2,6,Android,Card,1.0,0
CUST-00585,2024-07-09,30.0,Male,Daejeon,Premium,58272.0,68.0,0.0,1,24,Android,Card,,0
CUST-00586,2024-06-23,43.0,Male,Incheon,Premium,50719.0,71.5,3.0,0,12,Android,VirtualAccount,,0
CUST-00587,2023-01-25,56.0,Male,Busan,Standard,63001.0,51.6,1.0,1,1,iOS,Card,2.0,1
CUST-00588,2026-02-16,54.0,Male,Seoul,Standard,86618.0,18.6,1.0,2,6,Android,BankTransfer,5.0,0
CUST-00589,2023-09-30,56.0,Male,Incheon,Standard,63610.0,45.9,0.0,0,6,Android,Card,3.0,0
CUST-00590,2023-03-25,74.0,Male,Seoul,Basic,52383.0,14.6,3.0,0,12,Android,VirtualAccount,4.0,0
CUST-00591,2023-07-09,36.0,Male,Incheon,Standard,84326.0,47.6,2.0,1,12,Android,Mobile,1.0,1
CUST-00592,2025-10-28,43.0,Male,Seoul,Basic,73371.0,54.7,1.0,3,6,iOS,VirtualAccount,5.0,0
CUST-00593,2026-05-07,49.0,Male,Busan,Basic,55795.0,13.0,1.0,3,6,Android,VirtualAccount,5.0,0
CUST-00594,2025-12-13,19.0,Male,Seoul,Basic,65691.0,37.9,3.0,0,6,Android,BankTransfer,5.0,0
CUST-00595,2026-03-30,26.0,Male,Seoul,Premium,57631.0,43.2,1.0,0,6,iOS,Mobile,1.0,0
CUST-00596,2024-11-13,44.0,Female,Incheon,Basic,61254.0,12.6,1.0,0,24,iOS,VirtualAccount,2.0,0
CUST-00597,2025-07-01,33.0,Female,Busan,Standard,36153.0,78.7,3.0,0,12,Web,Card,2.0,0
CUST-00598,2023-02-16,45.0,Male,Seoul,Standard,54584.0,32.0,2.0,0,6,Android,Mobile,4.0,0
CUST-00599,2023-07-30,65.0,Male,Seoul,Basic,31486.0,27.7,1.0,1,24,iOS,BankTransfer,1.0,0
CUST-00600,2024-04-17,33.0,Female,Seoul,Basic,50429.0,38.1,1.0,1,24,Android,Card,2.0,0
CUST-00601,2024-12-11,42.0,Female,Seoul,Basic,78896.0,50.2,3.0,1,12,iOS,Card,4.0,0
CUST-00602,2024-12-04,35.0,Male,Incheon,Basic,96793.0,28.6,0.0,0,12,Web,Mobile,5.0,1
CUST-00603,2025-04-20,19.0,Female,Seoul,Premium,18819.0,18.6,1.0,1,6,Android,BankTransfer,2.0,1
CUST-00604,2024-10-06,33.0,Male,Daejeon,Standard,29030.0,116.2,0.0,0,24,iOS,VirtualAccount,4.0,0
CUST-00605,2024-11-04,50.0,Female,Seoul,Basic,70656.0,18.8,3.0,0,12,Android,Card,5.0,0
CUST-00606,2025-02-02,55.0,Male,Seoul,Basic,29980.0,31.0,4.0,1,6,iOS,Card,1.0,0
CUST-00607,2026-01-02,20.0,Female,Daejeon,Standard,73482.0,25.8,2.0,3,12,Android,Mobile,5.0,0
CUST-00608,2023-07-18,65.0,Female,Daegu,Standard,39952.0,12.6,1.0,0,6,iOS,BankTransfer,5.0,0
CUST-00609,2024-08-17,26.0,Female,Busan,Premium,53581.0,42.1,1.0,0,6,iOS,Card,1.0,1
CUST-00610,2024-02-28,34.0,Female,Incheon,Basic,97828.0,20.9,0.0,0,6,Android,Mobile,1.0,1
CUST-00611,2024-06-24,50.0,Male,Daegu,Premium,46090.0,47.5,1.0,0,12,Android,VirtualAccount,2.0,0
CUST-00612,2024-10-24,18.0,Male,Busan,Premium,53127.0,47.9,1.0,1,12,iOS,VirtualAccount,1.0,0
CUST-00613,2025-03-28,45.0,Male,Seoul,Standard,57785.0,9.1,1.0,3,12,Web,Mobile,5.0,0
CUST-00614,2024-05-02,31.0,Male,Seoul,Premium,31242.0,20.0,1.0,1,6,iOS,BankTransfer,3.0,0
CUST-00615,2023-10-27,42.0,Female,Daejeon,Basic,86396.0,25.0,1.0,0,3,iOS,BankTransfer,5.0,0
CUST-00616,2024-01-10,34.0,Female,Busan,Basic,59984.0,29.1,1.0,1,12,iOS,Card,1.0,0
CUST-00617,2026-01-05,66.0,Female,Daegu,Standard,46246.0,31.4,3.0,0,1,iOS,BankTransfer,2.0,1
CUST-00618,2025-04-02,46.0,Female,Daejeon,Standard,48189.0,25.1,2.0,0,6,Android,VirtualAccount,2.0,0
CUST-00619,2026-04-11,,Male,Seoul,Premium,82266.0,59.7,0.0,3,6,iOS,Card,1.0,0
CUST-00620,2024-11-15,44.0,Male,Busan,Premium,54616.0,26.6,2.0,0,12,Android,VirtualAccount,5.0,0
CUST-00621,2024-10-21,38.0,Male,Incheon,Standard,49187.0,24.3,0.0,2,1,iOS,BankTransfer,,0
CUST-00622,2024-10-18,22.0,Female,Seoul,Standard,40309.0,65.4,2.0,0,24,Android,BankTransfer,5.0,0
CUST-00623,2025-01-13,18.0,Male,Seoul,Basic,61894.0,42.4,3.0,0,24,Web,Mobile,5.0,0
CUST-00624,2026-06-03,18.0,Female,Busan,Premium,72606.0,22.8,4.0,2,12,iOS,VirtualAccount,4.0,0
CUST-00625,2024-08-24,57.0,Female,Daegu,Standard,90155.0,41.6,1.0,1,6,Android,Card,5.0,0
CUST-00626,2023-01-07,25.0,Male,Busan,Standard,53942.0,15.3,3.0,1,12,Android,VirtualAccount,3.0,1
CUST-00627,2024-03-09,34.0,Female,Daejeon,Premium,44343.0,53.1,3.0,0,24,Web,Mobile,2.0,0
CUST-00628,2024-10-25,44.0,Female,Busan,Standard,76557.0,21.7,2.0,1,3,iOS,Mobile,2.0,1
CUST-00629,2026-02-28,38.0,Male,Busan,Basic,59286.0,66.4,3.0,0,24,Android,VirtualAccount,3.0,0
CUST-00630,2024-04-28,35.0,Male,Busan,Standard,80270.0,20.4,2.0,1,24,Android,,3.0,0
CUST-00631,2026-04-26,41.0,Female,Busan,Standard,46546.0,64.5,1.0,0,6,iOS,BankTransfer,1.0,0
CUST-00632,2023-07-06,25.0,Female,Seoul,Basic,71681.0,7.3,1.0,1,12,Web,VirtualAccount,3.0,0
CUST-00633,2024-08-25,40.0,Female,Seoul,Standard,73527.0,30.7,0.0,1,6,Android,BankTransfer,5.0,0
CUST-00634,2023-12-12,42.0,Female,Daegu,Premium,62369.0,51.9,5.0,1,3,Android,Card,4.0,0
CUST-00635,2024-06-07,55.0,Female,Seoul,Basic,92890.0,35.0,5.0,1,24,Android,VirtualAccount,4.0,0
CUST-00636,2023-11-19,43.0,Female,Daejeon,Standard,30393.0,45.6,1.0,1,6,Android,Card,2.0,0
CUST-00637,2024-05-16,47.0,Female,Seoul,Basic,54342.0,26.2,4.0,1,6,Android,Card,3.0,0
CUST-00638,2024-05-24,55.0,Female,Daejeon,Standard,52849.0,45.3,2.0,1,1,Android,BankTransfer,2.0,0
CUST-00639,2026-03-13,39.0,Female,Daejeon,Premium,33144.0,74.9,2.0,1,24,iOS,Card,3.0,0
CUST-00640,2025-02-17,53.0,Female,Daegu,Basic,58068.0,38.4,1.0,0,6,iOS,Card,2.0,0
CUST-00641,2024-05-18,55.0,Female,Seoul,Premium,61587.0,82.6,0.0,0,3,iOS,Mobile,1.0,0
CUST-00642,2024-11-17,36.0,Male,Busan,Basic,78274.0,28.9,0.0,2,24,Android,VirtualAccount,2.0,0
CUST-00643,2023-11-06,18.0,Male,Incheon,Premium,78438.0,24.7,1.0,1,12,Android,Mobile,4.0,1
CUST-00644,2023-09-24,43.0,Female,Busan,Basic,57915.0,26.8,1.0,0,1,Android,BankTransfer,2.0,0
CUST-00645,2025-09-03,52.0,Male,Busan,Standard,47830.0,23.2,2.0,0,24,Android,Card,2.0,0
CUST-00646,2024-08-25,28.0,Male,Incheon,Standard,54594.0,38.5,2.0,2,12,Android,Card,1.0,0
CUST-00647,2023-07-17,59.0,Female,Seoul,Standard,55655.0,13.2,2.0,0,12,iOS,Mobile,5.0,0
CUST-00648,2023-08-23,27.0,Female,Daegu,Premium,194234.0,60.8,1.0,1,12,Web,Mobile,1.0,0
CUST-00649,2023-11-26,37.0,Female,Daejeon,Basic,62788.0,46.0,2.0,1,1,Android,VirtualAccount,3.0,0
CUST-00650,2025-05-20,58.0,Female,Daejeon,Standard,64598.0,36.9,2.0,1,6,iOS,VirtualAccount,3.0,0
CUST-00651,2023-09-24,18.0,Male,Seoul,Basic,29328.0,44.5,0.0,2,6,Android,BankTransfer,3.0,0
CUST-00652,2024-01-31,60.0,Male,Busan,Standard,63959.0,7.4,7.0,4,6,Android,BankTransfer,2.0,1
CUST-00653,2025-04-03,53.0,Female,Seoul,Standard,63551.0,71.1,3.0,0,24,Web,Card,3.0,0
CUST-00654,2026-01-23,46.0,Male,Seoul,Standard,49845.0,60.2,2.0,0,1,iOS,VirtualAccount,,1
CUST-00655,2024-01-05,43.0,Female,Daegu,Premium,47003.0,23.6,0.0,1,3,iOS,VirtualAccount,1.0,1
CUST-00656,2025-12-26,59.0,Female,Busan,Standard,50415.0,6.9,2.0,0,24,Web,Card,4.0,0
CUST-00657,2026-03-09,26.0,Male,Incheon,Basic,69400.0,25.6,4.0,0,12,Android,Mobile,5.0,1
CUST-00658,2026-03-15,30.0,Female,Seoul,Basic,56715.0,25.8,2.0,2,1,Android,BankTransfer,1.0,1
CUST-00659,2024-01-26,52.0,Female,Daejeon,Basic,46320.0,45.5,2.0,0,3,Web,Card,2.0,0
CUST-00660,2025-10-16,23.0,Male,Daejeon,Premium,53949.0,20.1,3.0,1,12,Android,Mobile,2.0,0
CUST-00661,2024-07-29,46.0,Male,Daejeon,Standard,49559.0,83.0,2.0,0,12,iOS,BankTransfer,5.0,0
CUST-00662,2023-04-20,38.0,Female,Busan,Standard,30709.0,14.9,3.0,1,6,iOS,Mobile,5.0,0
CUST-00663,2025-08-10,35.0,Female,Daegu,Basic,57735.0,49.6,2.0,0,12,iOS,Mobile,2.0,0
CUST-00664,2023-05-03,31.0,Female,Daejeon,Basic,94318.0,314.0,3.0,1,1,Web,VirtualAccount,4.0,0
CUST-00665,2023-11-09,48.0,Male,Seoul,Basic,42616.0,35.6,0.0,0,3,iOS,Card,2.0,0
CUST-00666,2024-10-29,45.0,Male,Busan,Standard,92154.0,30.8,1.0,0,3,iOS,VirtualAccount,1.0,0
CUST-00667,2023-12-19,51.0,Male,Busan,Standard,18000.0,35.4,2.0,0,1,Android,Card,5.0,0
CUST-00668,2024-04-20,51.0,Male,Busan,Premium,53511.0,50.5,0.0,1,1,iOS,VirtualAccount,1.0,0
CUST-00669,2025-12-25,40.0,Female,Incheon,Standard,39289.0,29.6,3.0,4,12,Web,VirtualAccount,2.0,1
CUST-00670,2024-09-04,19.0,Female,Daegu,Premium,72240.0,41.8,1.0,1,12,iOS,BankTransfer,5.0,0
CUST-00671,2023-05-15,41.0,Female,Incheon,Standard,45426.0,27.4,2.0,1,6,iOS,Mobile,4.0,0
CUST-00672,2026-05-26,52.0,Male,Busan,Standard,65707.0,28.2,3.0,0,24,Web,VirtualAccount,4.0,0
CUST-00673,2024-04-16,39.0,Male,Daegu,Standard,18000.0,27.7,1.0,2,6,Android,VirtualAccount,3.0,0
