order_id,order_date,distance_km,traffic_index,stop_count,driver_experience_years,region,weather,vehicle_type,service_level,package_type,delivery_fee,departure_hour,delivery_time_min
ORD-20260480,2026-06-26,26.22,58.0,4,5.1,Daegu,clear,van,normal,medium,6264.0,10,134.8
ORD-20260481,2026-04-25,13.68,24.9,4,1.3,Daegu,cloudy,truck,normal,medium,4562.0,18,93.3
ORD-20260482,2026-01-22,26.12,49.6,2,2.0,Seoul,cloudy,truck,normal,small,5304.0,12,119.9
ORD-20260483,2026-04-18,8.55,59.5,5,1.2,Daejeon,cloudy,truck,normal,medium,3426.0,13,97.5
ORD-20260484,2026-06-12,22.4,64.3,6,4.7,Daejeon,cloudy,van,express,medium,7164.0,17,108.3
ORD-20260485,2026-02-17,6.56,65.0,6,4.7,Incheon,clear,van,normal,small,4021.0,6,83.2
ORD-20260486,2026-07-27,24.16,60.0,4,3.3,Seoul,clear,truck,express,small,7056.0,20,129.1
ORD-20260487,2026-06-06,12.69,9.5,5,4.0,Busan,clear,truck,express,medium,5980.0,12,76.0
ORD-20260488,2026-01-28,27.65,36.5,5,5.7,Busan,snow,truck,normal,medium,5500.0,7,160.1
ORD-20260489,2026-03-25,43.06,68.9,7,2.0,Incheon,rain,truck,express,medium,9865.0,6,171.2
ORD-20260490,2026-05-17,16.47,25.3,10,7.7,Busan,cloudy,truck,normal,medium,5364.0,14,97.2
ORD-20260491,2026-01-13,18.2,55.9,5,2.6,Daegu,cloudy,truck,normal,small,4509.0,16,108.6
ORD-20260492,2026-01-22,11.69,56.4,9,5.1,Daegu,clear,van,same_day,large,6495.0,12,84.7
ORD-20260493,2026-05-29,16.4,25.1,3,3.0,Incheon,clear,motorbike,normal,medium|fragile,4615.0,12,86.5
ORD-20260494,2026-03-01,11.18,16.5,7,4.3,Seoul,clear,motorbike,express,medium,6854.0,18,75.6
ORD-20260495,2026-04-19,64.72,39.4,2,3.1,Daegu,rain,van,normal,large|fragile,8355.0,10,218.0
ORD-20260496,2026-05-29,19.07,23.3,7,,Daejeon,rain,motorbike,normal,medium|fragile,4677.0,11,107.7
ORD-20260497,2026-07-20,40.27,59.7,9,7.5,Busan,clear,van,express,small,9541.0,16,139.9
ORD-20260498,2026-04-17,17.26,54.0,3,5.0,Busan,clear,van,normal,large,5049.0,22,103.2
ORD-20260499,2026-02-17,12.19,36.3,7,2.7,Seoul,clear,van,normal,small,4188.0,8,95.8
ORD-20260500,2026-07-27,17.65,36.2,3,3.4,Busan,clear,van,express,medium,6341.0,13,81.0
ORD-20260501,2026-04-07,22.43,60.1,5,7.1,Daejeon,cloudy,truck,normal,small,5496.0,6,112.7
ORD-20260502,2026-04-26,48.38,70.2,1,5.0,Incheon,clear,truck,express,medium,8666.0,18,162.1
ORD-20260503,2026-03-03,21.46,56.6,3,2.8,Busan,clear,van,normal,medium|fragile,4250.0,10,124.9
ORD-20260504,2026-06-29,37.44,75.0,1,2.9,Busan,snow,truck,express,small|fragile,7962.0,14,153.7
ORD-20260505,2026-01-13,28.86,35.2,7,1.3,Daejeon,clear,truck,express,small,7546.0,20,118.9
ORD-20260506,2026-05-26,9.23,34.0,1,2.3,Seoul,clear,van,express,medium|fragile,5957.0,9,78.4
ORD-20260507,2026-05-21,6.41,44.6,5,4.4,Daejeon,cloudy,truck,normal,large,5035.0,17,90.6
ORD-20260508,2026-07-12,5.31,51.7,7,5.7,Daegu,clear,truck,same_day,small,5224.0,12,60.3
ORD-20260509,2026-03-03,25.66,55.8,7,8.9,Daejeon,rain,truck,normal,large,5130.0,12,129.6
ORD-20260510,2026-02-12,11.55,33.3,6,1.7,Seoul,clear,truck,normal,medium,4431.0,15,87.5
ORD-20260511,2026-02-18,47.79,70.9,5,3.6,Seoul,clear,van,express,medium,10352.0,16,164.1
ORD-20260512,2026-02-15,8.69,89.1,0,4.8,Daegu,clear,truck,normal,medium,3296.0,16,89.8
ORD-20260513,2026-06-25,19.47,100.0,6,3.3,Seoul,clear,van,normal,small|fragile,5279.0,22,139.2
ORD-20260514,2026-06-26,9.13,78.9,6,1.8,Daejeon,cloudy,van,normal,medium|fragile,4518.0,16,107.1
ORD-20260515,2026-04-25,17.12,43.9,6,0.2,Daejeon,clear,van,normal,medium,5155.0,16,95.3
ORD-20260516,2026-06-16,29.02,46.6,8,4.6,Seoul,clear,truck,normal,large|fragile,6066.0,19,158.9
ORD-20260517,2026-07-04,32.05,76.8,4,3.3,Busan,clear,van,normal,medium,5635.0,10,150.3
ORD-20260518,2026-07-03,12.68,50.2,4,5.6,Seoul,cloudy,van,normal,small,3415.0,22,94.4
ORD-20260519,2026-04-02,16.8,86.0,7,0.2,Seoul,clear,van,express,large|fragile,6367.0,18,135.9
ORD-20260520,2026-07-05,14.77,20.7,4,6.1,Daegu,clear,van,same_day,large|fragile,6234.0,7,62.8
ORD-20260521,2026-01-31,3.86,53.1,3,4.5,Daejeon,clear,van,same_day,medium,4419.0,13,42.8
ORD-20260522,2026-02-11,25.01,65.2,6,5.0,Busan,cloudy,van,express,small,7830.0,20,126.1
ORD-20260523,2026-04-17,25.1,26.8,7,9.4,Daejeon,clear,motorbike,express,medium,8100.0,20,94.0
ORD-20260524,2026-03-15,14.5,81.5,5,3.8,Incheon,cloudy,truck,normal,large|fragile,4650.0,16,120.8
ORD-20260525,2026-05-03,5.18,55.3,3,2.6,Daejeon,clear,truck,express,small|fragile,5295.0,8,62.3
ORD-20260526,2026-07-29,36.07,50.2,3,4.2,Busan,clear,van,normal,medium,6610.0,22,141.4
ORD-20260527,2026-08-01,5.11,82.7,7,4.2,Busan,cloudy,truck,express,small,5799.0,11,89.4
ORD-20260528,2026-01-26,14.29,69.4,3,8.0,Daejeon,rain,van,normal,large,4599.0,6,104.6
ORD-20260529,2026-05-06,33.38,80.2,6,2.9,Busan,cloudy,motorbike,normal,small|fragile,7083.0,7,160.5
ORD-20260530,2026-04-26,18.55,72.2,4,5.6,Seoul,cloudy,van,normal,large|fragile,4811.0,13,119.1
ORD-20260531,2026-05-08,23.33,68.2,6,3.5,Incheon,clear,van,normal,small,6240.0,16,128.5
ORD-20260532,2026-02-11,19.61,78.2,4,8.2,Incheon,cloudy,truck,normal,small,4408.0,14,115.3
ORD-20260533,2026-06-07,31.96,61.9,2,2.6,Daegu,clear,van,express,medium,8275.0,8,119.7
ORD-20260534,2026-02-13,47.99,43.7,5,0.2,Busan,rain,van,normal,small,7491.0,10,178.8
ORD-20260535,2026-06-09,10.0,74.8,6,5.9,Daegu,clear,van,express,small,6533.0,21,86.2
ORD-20260536,2026-06-07,11.75,76.2,2,4.8,Daegu,clear,van,same_day,large,5984.0,9,87.7
ORD-20260537,2026-07-02,11.49,49.0,2,7.4,Seoul,clear,truck,normal,small,3663.0,19,99.6
ORD-20260538,2026-07-26,17.55,59.1,8,4.5,Seoul,cloudy,van,express,large,7096.0,18,119.8
ORD-20260539,2026-02-20,22.98,51.1,7,6.6,Busan,rain,van,normal,large|fragile,5800.0,8,142.5
ORD-20260540,2026-04-13,22.15,44.5,5,6.3,Seoul,cloudy,van,normal,large|fragile,5542.0,12,113.2
ORD-20260541,2026-04-23,22.95,64.6,6,2.1,Seoul,clear,motorbike,same_day,large,6901.0,15,115.3
ORD-20260542,2026-05-25,35.97,37.4,6,2.9,Busan,clear,motorbike,same_day,small,8821.0,7,125.2
ORD-20260543,2026-04-07,34.34,52.8,6,4.8,Incheon,clear,motorbike,normal,small,6668.0,22,134.0
ORD-20260544,2026-01-21,20.62,63.6,7,,Busan,clear,van,express,medium,8075.0,12,114.0
ORD-20260545,2026-07-18,12.05,40.9,5,4.4,Incheon,snow,van,normal,medium,4455.0,14,99.8
ORD-20260546,2026-01-27,10.31,27.8,9,4.4,Seoul,clear,van,normal,large,4687.0,10,89.2
ORD-20260547,2026-01-09,20.44,81.5,6,1.8,Busan,clear,truck,normal,small,5901.0,22,122.0
ORD-20260548,2026-02-14,23.91,51.5,6,5.4,Seoul,rain,motorbike,normal,small|fragile,6251.0,13,128.4
ORD-20260549,2026-03-16,13.49,39.1,3,7.0,Seoul,rain,truck,express,medium,6143.0,11,77.0
ORD-20260550,2026-03-23,30.76,86.6,5,1.8,Seoul,clear,van,normal,small,6207.0,18,166.7
ORD-20260551,2026-02-16,37.05,44.0,4,6.0,Daegu,clear,van,normal,medium|fragile,5795.0,18,156.7
ORD-20260552,2026-07-31,16.69,20.6,3,4.6,Seoul,cloudy,van,normal,medium|fragile,4920.0,14,88.2
ORD-20260553,2026-04-17,22.3,100.0,3,0.3,Busan,cloudy,truck,normal,medium|fragile,5246.0,21,141.6
ORD-20260554,2026-01-10,26.05,55.1,12,3.9,Incheon,clear,motorbike,express,medium|fragile,8449.0,21,126.6
ORD-20260555,2026-07-21,4.55,70.0,1,5.2,Busan,clear,motorbike,normal,medium,2994.0,11,60.3
ORD-20260556,2026-01-05,34.24,49.2,5,6.2,Daejeon,cloudy,truck,normal,medium,5958.0,11,133.2
ORD-20260557,2026-04-10,8.47,72.2,4,2.5,Daegu,clear,truck,express,small|fragile,5669.0,18,83.2
ORD-20260558,2026-04-14,13.08,100.0,2,0.3,Seoul,rain,van,express,small,5760.0,20,116.5
ORD-20260559,2026-04-12,18.05,45.6,6,0.2,Daegu,cloudy,van,normal,medium|fragile,4508.0,16,113.0
ORD-20260560,2026-03-13,11.98,41.1,6,0.9,Seoul,clear,van,normal,medium|fragile,4584.0,9,104.9
ORD-20260561,2026-02-03,5.25,69.5,6,4.8,Seoul,cloudy,motorbike,normal,medium|fragile,3249.0,9,110.8
ORD-20260562,2026-07-10,25.81,47.9,7,2.6,Incheon,clear,van,same_day,small,7006.0,11,116.3
ORD-20260563,2026-06-14,12.02,46.4,9,4.5,Incheon,clear,motorbike,express,medium|fragile,6283.0,21,83.5
ORD-20260564,2026-03-07,19.75,55.4,10,5.8,Incheon,snow,van,normal,small,6574.0,6,134.7
ORD-20260565,2026-02-18,14.77,49.8,3,5.3,Seoul,clear,motorbike,normal,medium,4408.0,8,85.2
ORD-20260566,2026-03-28,30.54,57.7,7,9.8,Busan,rain,motorbike,same_day,medium,7680.0,11,116.7
ORD-20260567,2026-07-22,23.81,60.5,4,2.1,Seoul,clear,motorbike,normal,medium,5397.0,14,115.5
ORD-20260568,2026-03-22,10.8,46.7,5,3.9,Busan,cloudy,truck,same_day,medium,6055.0,19,91.4
ORD-20260569,2026-04-14,21.46,60.8,1,6.0,Daegu,cloudy,van,normal,medium,4399.0,9,107.4
ORD-20260570,2026-01-19,13.27,54.2,10,6.5,Daejeon,cloudy,van,normal,small,5165.0,14,105.8
ORD-20260571,2026-03-02,21.77,65.8,7,6.9,Busan,clear,van,same_day,medium|fragile,7393.0,11,101.3
ORD-20260572,2026-07-22,12.8,59.3,4,4.0,Incheon,clear,motorbike,normal,large|fragile,4483.0,13,91.7
ORD-20260573,2026-04-27,28.09,64.4,7,3.3,Daegu,cloudy,motorbike,normal,medium,5994.0,12,129.0
ORD-20260574,2026-03-18,41.44,66.1,3,5.0,Busan,cloudy,motorbike,express,large|fragile,,6,142.9
ORD-20260575,2026-06-09,39.03,63.1,6,3.7,Seoul,clear,truck,normal,large|fragile,5691.0,13,167.5
ORD-20260576,2026-07-19,16.05,63.9,5,4.6,Busan,clear,motorbike,express,medium,6093.0,20,95.5
ORD-20260577,2026-01-22,51.95,48.3,4,0.2,Incheon,clear,van,normal,small|fragile,8239.0,10,170.0
ORD-20260578,2026-07-05,12.93,54.1,4,5.9,Daejeon,snow,truck,normal,large|fragile,4702.0,13,112.1
ORD-20260579,2026-06-06,43.77,33.0,8,2.3,Seoul,clear,van,normal,medium,7831.0,21,152.4
ORD-20260580,2026-08-01,38.27,73.1,6,1.6,Seoul,clear,truck,normal,small|fragile,6568.0,6,172.1
ORD-20260581,2026-03-31,57.42,5.2,4,3.5,Seoul,clear,van,same_day,large|fragile,10501.0,18,169.1
ORD-20260582,2026-03-13,25.8,86.2,6,2.4,Incheon,clear,van,same_day,medium,7491.0,13,130.3
ORD-20260583,2026-02-14,16.73,33.6,6,4.3,Busan,clear,motorbike,normal,small,5072.0,20,102.9
ORD-20260584,2026-07-12,17.81,53.1,5,3.6,Daejeon,cloudy,van,express,medium|fragile,6397.0,12,96.7
ORD-20260585,2026-02-01,38.88,47.1,5,3.8,Seoul,clear,van,normal,small,6266.0,8,160.6
ORD-20260586,2026-05-10,45.43,35.0,3,4.4,Seoul,rain,truck,express,medium|fragile,9585.0,7,170.4
ORD-20260587,2026-03-05,21.41,73.5,3,5.8,Daegu,rain,van,normal,small,,12,111.7
ORD-20260588,2026-02-15,51.19,69.0,6,0.2,Incheon,cloudy,motorbike,normal,small,7755.0,21,180.4
ORD-20260589,2026-04-23,29.45,67.3,13,3.4,Seoul,clear,van,express,large,8975.0,13,151.3
ORD-20260590,2026-01-26,15.81,55.1,4,5.8,Seoul,snow,van,normal,medium,5024.0,9,131.8
ORD-20260591,2026-02-17,12.11,6.5,9,4.5,Seoul,clear,truck,normal,large|fragile,5112.0,6,113.5
ORD-20260592,2026-03-11,7.09,58.1,5,8.8,Busan,snow,van,normal,small,3683.0,13,84.2
ORD-20260593,2026-07-19,9.58,36.7,8,4.4,Seoul,clear,truck,normal,small,4741.0,15,91.1
ORD-20260594,2026-03-26,6.05,67.1,1,3.8,Daegu,clear,van,normal,large,2189.0,10,68.3
ORD-20260595,2026-05-31,39.28,78.6,7,6.3,Daegu,clear,van,express,small,,11,150.0
ORD-20260596,2026-01-21,6.55,56.0,4,,Seoul,clear,van,normal,medium,3603.0,11,78.4
ORD-20260597,2026-05-02,23.12,35.3,3,4.7,Daejeon,cloudy,van,normal,small,4603.0,14,115.9
ORD-20260598,2026-05-22,16.44,75.4,4,0.2,Busan,clear,van,same_day,small,5808.0,19,107.4
ORD-20260599,2026-06-16,8.58,30.1,6,0.2,Daejeon,clear,truck,normal,medium,4291.0,6,81.4
ORD-20260600,2026-01-23,29.37,49.3,5,3.8,Busan,cloudy,truck,normal,medium,5651.0,17,148.1
ORD-20260601,2026-08-08,47.15,77.3,4,4.5,Daejeon,cloudy,van,normal,small,7377.0,14,157.7
ORD-20260602,2026-05-19,22.61,65.4,5,5.5,Seoul,cloudy,van,same_day,large,6909.0,14,115.8
ORD-20260603,2026-02-17,24.5,70.8,5,2.6,Seoul,rain,motorbike,normal,small,5829.0,14,128.8
ORD-20260604,2026-07-01,13.92,21.6,6,8.0,Seoul,cloudy,van,express,large,5485.0,8,70.1
ORD-20260605,2026-05-26,9.3,51.8,5,0.2,Seoul,rain,truck,express,small,5902.0,20,99.0
ORD-20260606,2026-07-31,21.88,79.0,10,7.7,Busan,clear,van,express,medium,7376.0,8,131.7
ORD-20260607,2026-04-09,26.85,52.4,4,5.9,Seoul,clear,motorbike,normal,medium|fragile,5042.0,21,116.3
ORD-20260608,2026-06-30,30.49,52.1,5,3.7,Busan,clear,van,normal,small|fragile,6491.0,19,149.6
ORD-20260609,2026-01-11,8.89,77.1,4,8.1,Daejeon,snow,van,express,small|fragile,5393.0,8,103.6
ORD-20260610,2026-05-14,21.67,97.4,1,5.9,Daegu,rain,van,normal,small|fragile,5055.0,11,125.5
ORD-20260611,2026-04-05,33.68,25.9,3,,Busan,clear,van,same_day,small|fragile,8000.0,21,102.0
ORD-20260612,2026-02-27,10.69,59.6,6,6.5,Daejeon,clear,van,normal,large|fragile,4637.0,11,100.2
ORD-20260613,2026-05-30,31.63,35.9,4,6.9,Seoul,rain,truck,normal,small|fragile,5314.0,9,145.1
ORD-20260614,2026-01-29,33.97,67.7,5,1.3,Incheon,clear,van,same_day,large,8028.0,16,139.8
ORD-20260615,2026-04-06,6.14,92.7,5,6.6,Daegu,cloudy,van,express,medium,5640.0,7,81.7
ORD-20260616,2026-02-25,15.38,65.1,4,4.0,Seoul,cloudy,truck,express,medium|fragile,6372.0,13,111.2
ORD-20260617,2026-03-17,32.15,65.8,4,2.4,Daegu,clear,van,express,large|fragile,7371.0,19,148.8
ORD-20260618,2026-01-23,26.92,33.5,9,2.3,Seoul,rain,van,normal,medium,6229.0,13,138.3
ORD-20260619,2026-01-24,32.16,66.3,4,1.3,Daejeon,clear,truck,normal,large|fragile,5607.0,6,155.5
ORD-20260620,2026-05-25,10.67,47.0,7,0.7,Daejeon,clear,van,same_day,medium|fragile,5510.0,8,93.6
ORD-20260621,2026-04-28,29.74,52.4,6,4.9,Daejeon,cloudy,van,normal,medium|fragile,6164.0,9,148.7
ORD-20260622,2026-04-30,10.66,55.9,2,6.4,Busan,clear,truck,normal,medium,4299.0,20,110.6
ORD-20260623,2026-03-22,7.37,76.2,6,4.8,Daejeon,rain,van,normal,small,4049.0,12,101.3
ORD-20260624,2026-01-13,19.87,21.1,2,4.5,Daejeon,clear,van,express,medium|fragile,6598.0,10,75.3
ORD-20260625,2026-08-01,28.55,83.0,10,3.9,Seoul,clear,truck,same_day,medium,8273.0,9,146.4
ORD-20260626,2026-04-07,10.99,57.7,7,6.2,Seoul,clear,truck,normal,large,4783.0,18,121.5
ORD-20260627,2026-03-30,23.38,48.1,9,0.2,Seoul,rain,van,normal,medium|fragile,5859.0,8,160.8
ORD-20260628,2026-03-31,11.16,5.0,5,5.5,Busan,rain,motorbike,express,large,6784.0,16,57.5
ORD-20260629,2026-07-26,12.59,47.2,4,6.0,Incheon,clear,motorbike,normal,large|fragile,3194.0,18,101.4
ORD-20260630,2026-05-17,25.68,55.7,3,5.3,Seoul,clear,truck,express,medium|fragile,7194.0,19,119.2
ORD-20260631,2026-06-19,48.11,49.4,4,4.5,Busan,clear,van,express,small,9594.0,16,154.3
ORD-20260632,2026-08-06,19.79,39.1,6,5.0,Seoul,clear,van,normal,small,4875.0,13,92.4
ORD-20260633,2026-06-03,22.24,74.3,4,1.7,Incheon,clear,van,express,small|fragile,6993.0,7,120.7
ORD-20260634,2026-04-21,17.63,28.7,9,5.7,Daegu,clear,truck,normal,large|fragile,4742.0,19,122.4
ORD-20260635,2026-04-12,25.69,28.6,3,4.7,Incheon,clear,motorbike,express,small,8146.0,21,83.5
ORD-20260636,2026-07-21,12.9,55.3,7,7.5,Busan,rain,van,normal,medium,4866.0,15,98.9
ORD-20260637,2026-01-22,28.45,74.6,7,1.7,Seoul,rain,truck,normal,large,5044.0,9,166.7
ORD-20260638,2026-05-21,40.18,60.6,6,1.6,Seoul,clear,truck,same_day,medium,9651.0,7,153.9
ORD-20260639,2026-07-16,18.54,53.3,7,8.3,Incheon,cloudy,motorbike,normal,medium,5093.0,13,102.0
ORD-20260640,2026-02-11,20.78,56.1,10,5.2,Seoul,clear,truck,normal,large|fragile,5794.0,16,153.3
ORD-20260641,2026-06-02,21.15,55.4,7,6.0,Daegu,clear,van,normal,large,5310.0,8,130.4
ORD-20260642,2026-04-21,9.6,58.3,2,1.0,Incheon,clear,truck,normal,medium,3357.0,7,96.4
ORD-20260643,2026-01-05,8.21,58.8,9,8.8,Seoul,rain,van,same_day,small|fragile,5598.0,16,81.7
ORD-20260644,2026-07-15,12.89,46.7,5,6.8,Daegu,rain,motorbike,normal,medium,4231.0,14,87.2
ORD-20260645,2026-06-06,9.91,38.4,3,4.8,Incheon,clear,truck,express,small|fragile,6111.0,21,71.5
ORD-20260646,2026-01-17,42.22,61.9,4,6.0,Daejeon,cloudy,motorbike,normal,large|fragile,7813.0,14,154.0
ORD-20260647,2026-04-19,6.97,63.5,2,5.1,Seoul,cloudy,van,normal,medium,4037.0,18,107.2
ORD-20260648,2026-02-21,18.76,70.6,8,3.4,Busan,cloudy,van,express,large|fragile,6626.0,7,126.9
ORD-20260649,2026-03-28,17.36,57.9,4,4.5,Seoul,cloudy,motorbike,normal,small,4854.0,20,115.9
ORD-20260650,2026-02-09,42.8,84.8,8,6.0,Daejeon,clear,motorbike,normal,large,7471.0,7,180.4
ORD-20260651,2026-05-22,23.05,31.7,4,1.6,Seoul,rain,van,normal,medium,4453.0,17,125.7
ORD-20260652,2026-02-22,9.97,75.1,7,4.9,Daejeon,clear,van,normal,medium|fragile,4450.0,8,120.5
ORD-20260653,2026-04-27,10.21,85.0,6,5.5,Seoul,clear,truck,same_day,medium|fragile,5612.0,14,97.7
ORD-20260654,2026-07-23,26.81,58.1,6,6.9,Seoul,cloudy,truck,same_day,small|fragile,7730.0,17,131.4
ORD-20260655,2026-04-05,28.55,62.3,5,4.0,Busan,clear,motorbike,same_day,medium,7300.0,13,122.2
ORD-20260656,2026-01-21,8.12,62.0,8,6.7,Seoul,clear,motorbike,normal,large,4871.0,22,97.0
ORD-20260657,2026-01-07,39.91,43.4,5,5.3,Busan,rain,truck,normal,medium,6713.0,21,166.9
ORD-20260658,2026-04-27,54.68,74.6,9,2.9,Daegu,rain,van,normal,small,8808.0,13,211.4
ORD-20260659,2026-02-14,4.57,36.8,1,5.5,Seoul,clear,van,normal,small,3326.0,11,44.4
ORD-20260660,2026-01-09,16.23,62.7,3,4.2,Incheon,clear,truck,normal,medium,4889.0,21,115.5
ORD-20260661,2026-05-03,20.53,61.1,6,4.3,Seoul,cloudy,motorbike,same_day,medium,6606.0,16,97.7
ORD-20260662,2026-05-20,35.23,84.0,2,8.2,Incheon,clear,van,normal,small|fragile,6636.0,17,137.3
ORD-20260663,2026-05-17,39.92,49.8,3,3.1,Daegu,clear,van,normal,small|fragile,6636.0,17,162.9
ORD-20260664,2026-03-29,36.27,79.4,7,8.3,Seoul,clear,van,normal,medium,6865.0,11,156.1
ORD-20260665,2026-04-06,28.23,41.4,9,6.4,Seoul,clear,truck,express,small|fragile,7963.0,16,133.0
ORD-20260666,2026-04-20,36.5,36.6,7,2.2,Daejeon,rain,truck,normal,large|fragile,7321.0,18,169.4
ORD-20260667,2026-08-05,23.4,43.6,7,5.7,Daejeon,snow,van,normal,small,5400.0,22,116.3
ORD-20260668,2026-02-09,32.42,27.8,4,2.6,Busan,clear,van,normal,small,5786.0,21,119.6
ORD-20260669,2026-06-04,7.92,55.7,5,5.0,Daegu,clear,motorbike,normal,medium,3896.0,7,93.9
ORD-20260670,2026-07-16,26.25,152.9,5,8.2,Daegu,cloudy,van,normal,medium,5636.0,21,125.7
ORD-20260671,2026-08-03,18.89,14.1,5,2.6,Seoul,cloudy,truck,same_day,small|fragile,6266.0,18,96.8
ORD-20260672,2026-05-15,22.04,31.4,2,4.8,Daegu,clear,van,same_day,large|fragile,7239.0,18,106.6
ORD-20260673,2026-05-13,37.59,44.8,2,1.8,Busan,clear,van,same_day,small,7526.0,8,130.7
ORD-20260674,2026-03-27,12.6,50.0,5,6.1,Busan,clear,truck,normal,small,4522.0,15,88.1
ORD-20260675,2026-06-05,20.37,44.5,6,4.3,Daejeon,clear,van,normal,medium,4444.0,19,116.5
ORD-20260676,2026-01-08,48.65,38.6,1,4.6,Seoul,clear,van,normal,medium,7936.0,6,154.0
ORD-20260677,2026-01-06,24.6,45.3,5,6.2,Busan,cloudy,truck,normal,large|fragile,5432.0,13,139.6
ORD-20260678,2026-04-11,7.64,69.4,7,5.6,Daegu,cloudy,van,normal,large,4468.0,22,99.8
ORD-20260679,2026-05-26,33.9,57.5,1,2.2,Daejeon,cloudy,van,normal,large,5635.0,10,130.1
ORD-20260680,2026-07-24,30.13,63.4,7,0.2,Seoul,clear,van,same_day,medium|fragile,8346.0,15,131.2
ORD-20260681,2026-07-27,15.68,59.5,4,5.7,Seoul,rain,truck,same_day,small,5173.0,9,100.1
ORD-20260682,2026-03-27,19.96,85.4,6,2.3,Seoul,clear,truck,same_day,small,6579.0,15,114.3
ORD-20260683,2026-02-18,57.21,66.7,0,4.5,Seoul,cloudy,truck,express,small|fragile,9328.0,10,177.1
ORD-20260684,2026-06-23,3.63,74.2,9,8.1,Daejeon,cloudy,van,normal,medium,4273.0,8,111.8
ORD-20260685,2026-04-25,14.87,48.5,7,4.1,Busan,rain,truck,normal,medium,4371.0,17,129.9
ORD-20260686,2026-05-25,19.33,38.8,5,0.2,Daegu,clear,motorbike,normal,medium|fragile,5511.0,13,93.0
ORD-20260687,2026-07-06,21.43,76.6,5,3.7,Seoul,snow,motorbike,express,medium,6672.0,20,131.6
ORD-20260688,2026-08-02,21.13,47.8,3,1.5,Daejeon,clear,van,express,medium,6315.0,17,106.8
ORD-20260689,2026-06-24,17.5,82.5,4,0.3,Daegu,clear,van,normal,large,5376.0,13,108.7
ORD-20260690,2026-02-28,31.47,49.4,7,2.7,Busan,cloudy,van,same_day,medium|fragile,7343.0,15,125.9
ORD-20260691,2026-07-15,7.16,50.4,7,0.2,Busan,clear,motorbike,normal,large,3502.0,20,113.2
ORD-20260692,2026-04-25,35.96,32.1,5,4.2,Seoul,rain,van,normal,medium,5669.0,16,130.6
ORD-20260693,2026-08-02,16.65,20.9,4,4.0,Busan,clear,truck,normal,large,4498.0,19,97.7
ORD-20260694,2026-04-08,27.09,55.8,3,0.2,Busan,clear,van,normal,large|fragile,4632.0,6,131.2
ORD-20260695,2026-02-20,13.98,58.4,8,2.9,Busan,snow,van,normal,small,4829.0,22,134.0
ORD-20260696,2026-02-28,17.55,58.1,4,4.1,Daejeon,clear,truck,express,small,5868.0,16,86.9
ORD-20260697,2026-08-03,25.63,59.8,8,2.9,Incheon,cloudy,truck,normal,small,6587.0,22,132.5
ORD-20260698,2026-05-05,39.15,38.1,5,4.1,Busan,clear,motorbike,normal,medium,6340.0,21,136.0
ORD-20260699,2026-06-02,30.77,44.9,5,0.7,Busan,rain,van,normal,medium,6247.0,11,145.9
ORD-20260700,2026-02-12,16.48,27.7,3,5.1,Busan,clear,truck,express,medium,6245.0,20,87.9
ORD-20260701,2026-03-04,13.42,51.4,7,0.8,Daegu,clear,motorbike,express,large,6876.0,14,87.0
ORD-20260702,2026-07-10,16.49,39.0,5,5.9,Incheon,clear,van,normal,medium,5070.0,18,106.0
ORD-20260703,2026-04-18,10.12,48.0,6,1.9,Busan,clear,van,normal,medium|fragile,3948.0,12,88.5
ORD-20260704,2026-01-06,14.28,76.4,2,3.5,Seoul,clear,truck,normal,large,3905.0,22,116.9
ORD-20260705,2026-08-05,32.02,56.1,3,5.1,Busan,clear,van,normal,medium|fragile,6574.0,10,145.3
ORD-20260706,2026-01-14,19.18,40.6,10,4.0,Daegu,clear,van,normal,large,5374.0,14,120.4
ORD-20260707,2026-07-31,18.3,45.8,4,5.3,Busan,clear,truck,express,large,6992.0,18,96.4
ORD-20260708,2026-01-21,31.04,61.5,4,4.2,Daejeon,rain,truck,normal,large,5805.0,13,147.0
ORD-20260709,2026-07-22,6.71,42.0,0,5.6,Daejeon,rain,motorbike,normal,medium|fragile,3330.0,7,63.5
ORD-20260710,2026-01-17,15.32,69.3,3,4.5,Incheon,clear,motorbike,same_day,large|fragile,6822.0,13,82.5
ORD-20260711,2026-02-28,21.52,60.2,3,5.8,Seoul,clear,truck,express,medium|fragile,6422.0,11,93.0
ORD-20260712,2026-08-01,38.05,61.0,5,7.2,Seoul,snow,van,same_day,large,8792.0,15,160.9
ORD-20260713,2026-05-29,26.99,67.1,7,3.4,Seoul,clear,van,express,medium,7920.0,12,127.7
ORD-20260714,2026-05-03,18.78,47.1,4,9.2,Seoul,rain,van,normal,small,4810.0,20,119.7
ORD-20260715,2026-02-21,46.36,39.4,5,7.8,Seoul,cloudy,van,same_day,large|fragile,8978.0,9,160.5
ORD-20260716,2026-06-12,38.9,76.4,5,0.6,Daegu,snow,van,express,large|fragile,9218.0,15,179.6
ORD-20260717,2026-03-08,16.16,38.2,3,4.1,Busan,clear,van,same_day,medium|fragile,6549.0,19,91.1
ORD-20260718,2026-02-07,14.0,68.0,3,7.8,Daegu,clear,truck,normal,medium,4212.0,12,100.7
ORD-20260719,2026-07-30,182.4,66.8,3,0.6,Busan,rain,motorbike,express,small,7359.0,10,139.7
