customer_id,age,gender,region,plan_type,contract_type,payment_method,signup_date,tenure_months,monthly_fee,support_calls,late_payments,avg_weekly_hours,auto_payment,churn
C100463,32.0,Female,Seoul,Standard,Monthly,Mobile,2023-06-26,30.0,45.3,0.0,1.0,2.6,Yes,0
C100445,40.0,Male,Seoul,Premium,Monthly,Bank transfer,2023-10-30,26.0,70.6,3.0,1.0,4.0,No,1
C100510,44.0,Female,Seoul,Standard,Monthly,Card,2025-05-14,7.0,39.6,2.0,1.0,6.8,No,0
C100036,45.0,Male,Seoul,Standard,Monthly,Card,2022-09-17,39.0,48.6,1.0,1.0,3.2,No,0
C100400,26.0,Male,Daegu,Basic,Monthly,Card,2025-08-21,4.0,18.4,3.0,1.0,1.6,No,0
C100403,35.0,Male,Gwangju,Standard,Monthly,Bank transfer,2023-08-30,28.0,46.8,0.0,1.0,1.4,No,0
C100434,33.0,Male,Daejeon,Standard,Monthly,Card,2025-10-06,2.0,47.9,2.0,0.0,7.9,No,0
C100333,34.0,Female,Gwangju,Premium,Monthly,Card,2024-04-03,20.0,65.4,2.0,1.0,3.6,Yes,0
C100116,38.0,Male,Seoul,Standard,One-year,Bank transfer,2024-03-09,21.0,42.6,2.0,0.0,4.1,Yes,0
C100294,34.0,Female,Seoul,Basic,Monthly,Card,2022-04-05,44.0,23.8,5.0,2.0,0.2,Yes,0
C100455,40.0,Female,Gwangju,Basic,Monthly,Bank transfer,2023-06-27,30.0,25.8,4.0,1.0,8.5,No,0
C100077,60.0,Male,Seoul,Standard,Monthly,Bank transfer,2025-03-11,9.0,47.5,2.0,2.0,9.9,No,0
C100482,34.0,Male,Busan,Standard,Monthly,Card,2023-01-26,35.0,51.4,0.0,0.0,5.6,No,0
C100109,22.0,Female,Busan,Basic,Two-year,Card,2025-08-27,4.0,22.8,1.0,1.0,3.2,Yes,0
C100544,22.0,Male,Daejeon,Standard,One-year,Card,2022-03-06,45.0,43.6,2.0,1.0,19.0,Yes,0
C100251,56.0,Male,Daegu,Basic,One-year,Card,2023-01-15,35.0,11.5,3.0,1.0,2.4,Yes,0
C100421,27.0,Female,Daejeon,Standard,Monthly,Card,2024-10-30,14.0,48.4,2.0,1.0,4.8,Yes,0
C100559,26.0,Male,Busan,Basic,One-year,Card,2024-06-28,18.0,14.6,4.0,0.0,4.0,Yes,0
C100612,45.0,Female,Daejeon,Basic,Monthly,Bank transfer,2025-08-31,4.0,34.6,2.0,1.0,6.8,Yes,0
C100314,34.0,Female,Busan,Standard,Monthly,Mobile,2023-01-26,35.0,39.9,1.0,1.0,5.6,Yes,0
C100213,37.0,Female,Seoul,Basic,One-year,Mobile,2025-11-28,1.0,22.1,1.0,0.0,10.9,Yes,0
C100153,31.0,Male,Daegu,,Monthly,Card,2023-04-17,32.0,69.6,1.0,2.0,1.9,Yes,0
C100064,47.0,Female,Seoul,Basic,Two-year,Card,2025-09-21,3.0,17.4,1.0,0.0,8.6,Yes,0
C100394,33.0,Male,Gwangju,Basic,Monthly,Card,2022-03-04,45.0,27.1,1.0,4.0,7.2,Yes,0
C100533,36.0,Male,Seoul,Standard,Monthly,Virtual account,2024-09-10,15.0,43.6,3.0,0.0,7.6,Yes,0
C100481,48.0,Female,,Standard,One-year,Bank transfer,2022-11-27,37.0,36.7,2.0,1.0,3.1,Yes,0
C100454,38.0,Female,Seoul,Premium,One-year,Mobile,2025-02-22,10.0,72.4,,0.0,5.9,Yes,0
C100534,54.0,Female,Daejeon,Standard,Monthly,Bank transfer,2024-05-24,19.0,43.2,0.0,1.0,4.4,No,1
C100270,28.0,Male,Gwangju,Premium,One-year,Mobile,2022-08-15,40.0,72.3,1.0,2.0,4.2,Yes,0
C100273,38.0,Male,Busan,Basic,Monthly,Card,2022-05-17,43.0,19.8,4.0,0.0,2.8,Yes,0
C100406,34.0,Female,Daejeon,Basic,Two-year,Card,2022-01-12,47.0,20.8,2.0,0.0,5.6,Yes,0
C100083,34.0,Female,Gwangju,Basic,Monthly,Bank transfer,2024-12-26,12.0,28.4,3.0,0.0,3.4,Yes,0
C100046,29.0,Male,Busan,Basic,One-year,Mobile,2025-07-06,5.0,22.7,1.0,0.0,10.8,No,0
C100416,27.0,Female,Seoul,Basic,Two-year,Mobile,2023-06-22,30.0,33.1,3.0,0.0,3.5,No,1
C100613,46.0,Male,Seoul,Premium,Monthly,Bank transfer,2022-07-08,41.0,71.6,3.0,2.0,1.6,No,1
C100137,29.0,Female,Gwangju,Basic,Monthly,Mobile,2025-09-08,3.0,21.9,1.0,0.0,4.5,No,0
C100382,48.0,Female,Busan,Basic,Monthly,Card,2023-04-11,32.0,33.0,3.0,2.0,4.0,No,0
C100324,40.0,Male,Daejeon,Basic,Monthly,Card,2025-04-03,8.0,25.1,4.0,0.0,2.6,Yes,0
C100511,38.0,Female,Daejeon,Basic,Two-year,Mobile,2025-08-01,5.0,11.8,2.0,0.0,2.2,Yes,0
C100319,43.0,Female,,Standard,Monthly,Bank transfer,2022-01-14,47.0,48.4,2.0,1.0,2.2,Yes,0
C100537,26.0,Female,Busan,Standard,Two-year,Bank transfer,2022-05-26,43.0,48.0,3.0,1.0,7.9,No,0
C100275,50.0,Male,Seoul,Standard,Monthly,Card,2025-10-29,2.0,35.9,1.0,0.0,0.4,Yes,0
C100588,27.0,Male,Busan,Basic,Two-year,Card,2022-11-25,37.0,24.0,0.0,2.0,4.0,Yes,0
C100319,43.0,Female,,Standard,Monthly,Bank transfer,2022-01-14,47.0,48.4,2.0,1.0,2.2,Yes,0
C100398,24.0,Female,Busan,Standard,One-year,Bank transfer,2023-12-30,24.0,48.2,2.0,0.0,11.2,Yes,0
C100425,28.0,Male,Gwangju,Premium,Monthly,Bank transfer,2022-12-19,36.0,81.7,1.0,0.0,2.6,Yes,1
C100435,40.0,Male,Seoul,Premium,One-year,Bank transfer,2023-08-09,28.0,78.4,1.0,1.0,3.8,Yes,0
C100353,46.0,Male,Gwangju,Basic,Monthly,Card,2023-11-19,25.0,18.1,3.0,0.0,0.7,Yes,0
C100375,25.0,Female,Seoul,Standard,One-year,Card,2023-11-18,25.0,44.9,1.0,1.0,4.0,No,0
C100004,28.0,Male,Busan,Basic,Monthly,Mobile,2024-01-07,23.0,24.1,0.0,2.0,6.3,Yes,0
C100011,37.0,Male,Seoul,Basic,One-year,Virtual account,2025-10-06,2.0,22.3,1.0,0.0,1.9,Yes,0
C100074,44.0,Male,Seoul,Standard,Two-year,Card,2025-12-09,1.0,54.0,1.0,0.0,7.7,Yes,0
C100461,52.0,Male,Seoul,Basic,Monthly,Card,2025-03-03,9.0,24.0,1.0,0.0,7.2,Yes,0
C100112,,Male,Daejeon,Basic,One-year,Card,2022-05-08,43.0,13.8,0.0,0.0,5.7,Yes,0
C100531,57.0,Male,Seoul,Standard,Monthly,Card,2024-11-25,13.0,47.9,2.0,2.0,5.6,Yes,0
C100247,50.0,Female,Seoul,Premium,Monthly,Bank transfer,2022-11-10,37.0,74.7,0.0,1.0,3.7,Yes,1
C100570,52.0,Female,Daejeon,Standard,Monthly,Mobile,2022-07-10,41.0,49.7,1.0,1.0,8.9,Yes,0
C100268,26.0,Male,Daejeon,Basic,Monthly,Card,2025-07-22,5.0,21.1,1.0,1.0,7.5,Yes,0
C100427,38.0,Female,Seoul,Premium,Two-year,Card,2023-05-21,31.0,75.5,1.0,1.0,8.1,No,0
C100522,34.0,Female,Busan,Standard,Two-year,Card,2023-02-22,34.0,60.4,1.0,2.0,3.8,Yes,0
C100154,42.0,Female,Daejeon,Basic,One-year,Bank transfer,2024-10-29,14.0,30.0,1.0,2.0,3.3,Yes,0
C100078,40.0,Male,Busan,Basic,One-year,Card,2023-11-12,25.0,19.9,0.0,0.0,5.9,Yes,0
C100590,49.0,Male,Daejeon,Premium,Monthly,Bank transfer,2022-12-08,36.0,81.7,2.0,1.0,0.6,No,0
C100290,27.0,Female,Seoul,Standard,Monthly,Mobile,2022-03-08,45.0,48.9,0.0,2.0,3.1,Yes,1
C100349,48.0,Female,Seoul,Premium,Monthly,Bank transfer,2025-01-10,11.0,76.3,0.0,0.0,3.8,Yes,0
C100326,45.0,Male,Seoul,Standard,Monthly,Card,2023-05-06,31.0,40.7,1.0,0.0,6.6,Yes,0
C100480,34.0,Male,Daejeon,Premium,Monthly,Bank transfer,2023-11-13,25.0,75.0,4.0,0.0,3.2,Yes,0
C100530,42.0,Female,Daejeon,Basic,Monthly,Virtual account,2023-12-07,24.0,17.9,0.0,2.0,8.5,No,1
C100488,49.0,Female,Daejeon,Standard,Monthly,Mobile,2024-08-02,16.0,45.8,2.0,0.0,2.0,Yes,0
C100017,38.0,Female,Seoul,Basic,One-year,,2025-10-15,2.0,16.7,2.0,1.0,1.4,Yes,0
C100193,48.0,Male,Daegu,Basic,Monthly,Virtual account,2022-09-15,39.0,21.8,1.0,2.0,6.1,No,1
C100600,45.0,Male,Busan,Basic,Monthly,Card,2025-10-25,2.0,25.7,4.0,3.0,0.8,Yes,1
C100030,39.0,Male,Busan,Standard,Monthly,Card,2024-10-28,14.0,33.0,0.0,2.0,2.5,Yes,0
C100231,43.0,Female,Seoul,Standard,Two-year,Card,2025-05-14,7.0,41.9,3.0,1.0,8.2,No,0
C100330,48.0,Male,Seoul,Standard,Monthly,Card,2025-06-25,6.0,49.1,1.0,1.0,15.6,Yes,0
C100527,35.0,Male,Busan,Premium,Monthly,Card,2024-06-01,19.0,83.2,0.0,1.0,7.5,No,0
C100556,53.0,Female,Busan,Premium,One-year,Mobile,2022-03-01,46.0,70.1,0.0,2.0,12.8,Yes,0
C100002,38.0,Female,Seoul,Basic,Two-year,Bank transfer,2024-10-15,14.0,21.4,2.0,1.0,7.9,Yes,0
C100220,39.0,Female,Seoul,Standard,One-year,Virtual account,2024-07-07,17.0,41.9,3.0,1.0,6.4,Yes,0
C100254,63.0,Male,Busan,Basic,Monthly,Mobile,2023-05-19,31.0,36.5,1.0,0.0,15.7,Yes,0
C100239,35.0,Male,Busan,Basic,Monthly,Mobile,2022-11-02,37.0,36.6,2.0,1.0,2.7,No,0
C100438,42.0,Male,Daegu,Basic,One-year,Mobile,2024-02-08,22.0,21.4,1.0,0.0,6.4,No,0
C100192,50.0,Female,Seoul,Standard,Monthly,Bank transfer,2025-05-07,7.0,40.2,0.0,0.0,8.4,Yes,0
C100520,62.0,Female,Daejeon,Standard,Monthly,Mobile,2025-08-18,4.0,40.7,1.0,0.0,4.7,Yes,0
C100524,38.0,Male,Gwangju,Basic,Monthly,Virtual account,2022-09-21,39.0,28.7,1.0,0.0,12.6,No,0
C100218,27.0,Female,Daegu,Basic,Monthly,Card,2025-11-30,1.0,21.0,3.0,2.0,9.8,No,1
C100495,28.0,Male,Daejeon,Basic,Monthly,Card,2022-06-17,42.0,24.2,1.0,2.0,1.3,No,0
C100344,36.0,Male,Busan,Standard,Monthly,Bank transfer,2023-09-06,27.0,46.2,3.0,0.0,10.2,Yes,0
C100143,47.0,Female,Daegu,Standard,Monthly,Card,2023-04-15,32.0,46.1,0.0,0.0,5.2,Yes,0
C100489,47.0,Male,Busan,,Monthly,Card,2024-08-15,16.0,30.9,1.0,1.0,3.0,Yes,0
C100602,42.0,Female,Daegu,Premium,Monthly,Bank transfer,2022-05-12,43.0,75.4,3.0,1.0,3.2,Yes,0
C100506,37.0,Male,Gwangju,Basic,One-year,Bank transfer,2024-12-03,12.0,31.7,1.0,1.0,9.2,Yes,0
C100431,50.0,Female,Busan,Basic,Monthly,Bank transfer,2025-07-19,5.0,18.3,0.0,3.0,6.2,Yes,0
C100155,41.0,Male,Busan,Standard,Two-year,Card,2023-03-07,33.0,58.1,1.0,0.0,4.3,No,0
C100065,33.0,Male,Seoul,Standard,Two-year,Mobile,2022-10-23,38.0,,2.0,1.0,0.9,No,0
C100098,27.0,Female,Busan,Basic,Monthly,Mobile,2024-12-28,12.0,24.8,2.0,2.0,2.7,Yes,0
C100606,19.0,Male,Daejeon,Standard,One-year,Bank transfer,2023-01-17,35.0,40.6,1.0,1.0,7.8,No,0
C100161,40.0,Female,Busan,Standard,One-year,Bank transfer,2022-11-21,37.0,48.7,0.0,0.0,3.0,Yes,0
C100164,22.0,Female,Seoul,Basic,Monthly,Mobile,2024-04-03,20.0,20.0,1.0,2.0,3.7,Yes,0
C100377,40.0,Male,Gwangju,Premium,Monthly,Mobile,2023-11-07,25.0,76.1,4.0,1.0,5.5,Yes,1
C100603,41.0,Female,Seoul,Standard,Two-year,Bank transfer,2022-02-04,46.0,45.4,0.0,1.0,4.5,Yes,0
C100041,40.0,Female,Daejeon,Standard,Monthly,Card,2023-02-01,34.0,45.6,2.0,0.0,1.9,No,0
C100299,19.0,Female,Daegu,Standard,Monthly,Card,2023-01-06,35.0,42.0,0.0,0.0,1.9,Yes,0
C100276,39.0,Male,Seoul,Basic,One-year,Bank transfer,2022-01-27,47.0,27.7,1.0,0.0,7.3,No,0
C100560,37.0,Female,Busan,Premium,One-year,Card,2022-12-19,36.0,67.8,2.0,0.0,2.1,Yes,0
C100031,42.0,Female,Seoul,Standard,One-year,Virtual account,2025-05-26,7.0,41.3,1.0,1.0,1.7,Yes,1
C100100,44.0,Male,Daegu,Premium,One-year,Mobile,2024-04-26,20.0,83.9,1.0,3.0,4.4,No,1
C100283,35.0,Male,Busan,Standard,One-year,Mobile,2023-08-01,29.0,46.1,2.0,2.0,4.0,Yes,0
C100271,33.0,Female,Seoul,Standard,One-year,Virtual account,2024-05-22,19.0,52.2,1.0,0.0,5.9,Yes,0
C100609,22.0,Male,Seoul,Basic,Two-year,Bank transfer,2023-12-08,24.0,31.2,2.0,0.0,6.9,Yes,0
C100180,47.0,Female,Seoul,Standard,Monthly,Card,2024-02-14,22.0,56.2,2.0,1.0,3.1,No,0
C100456,20.0,Female,Daejeon,Basic,Two-year,Mobile,2022-06-20,42.0,265.0,1.0,1.0,0.9,No,1
C100476,47.0,Male,Seoul,Basic,Monthly,Mobile,2022-09-21,39.0,30.4,1.0,0.0,0.7,Yes,0
C100049,19.0,Female,Daejeon,Basic,Monthly,Bank transfer,2025-09-24,3.0,25.2,1.0,0.0,3.8,Yes,0
C100545,35.0,Male,Seoul,Basic,Two-year,Mobile,2024-03-15,21.0,30.7,2.0,1.0,1.6,Yes,0
C100440,40.0,Female,Busan,Basic,One-year,Card,2024-09-05,15.0,29.3,4.0,1.0,2.7,No,0
C100343,46.0,Male,Busan,Standard,One-year,Bank transfer,2023-03-05,33.0,43.6,2.0,1.0,3.1,No,0
C100411,41.0,Female,Daegu,Basic,One-year,Bank transfer,,38.0,26.4,2.0,1.0,4.8,No,0
C100503,29.0,Female,Gwangju,Basic,Monthly,Card,2023-08-23,28.0,27.5,1.0,0.0,4.0,No,0
C100597,48.0,Female,Daejeon,Standard,Monthly,Card,2024-09-10,15.0,42.7,2.0,1.0,1.2,No,0
C100015,,Male,Busan,Premium,Monthly,Card,2025-06-28,6.0,77.5,1.0,0.0,10.7,No,1
C100479,34.0,Female,Busan,Standard,Monthly,Bank transfer,2025-06-11,6.0,43.9,1.0,1.0,2.5,Yes,0
C100297,22.0,Male,Busan,Basic,Monthly,Mobile,2024-01-26,23.0,3.3,2.0,0.0,9.3,Yes,0
C100128,55.0,Female,Seoul,Standard,One-year,Mobile,2023-11-08,25.0,50.4,2.0,0.0,5.4,No,0
C100383,48.0,Female,Daegu,Basic,Monthly,Card,2025-10-28,2.0,15.4,1.0,2.0,4.5,Yes,1
C100269,30.0,Female,Seoul,Premium,Monthly,Card,2025-04-13,8.0,77.4,1.0,0.0,6.4,No,0
C100412,34.0,Male,Gwangju,Premium,Monthly,Bank transfer,2022-12-12,36.0,74.3,1.0,0.0,0.8,Yes,0
C100166,42.0,Female,Daegu,Basic,Monthly,Card,2022-05-02,44.0,27.0,1.0,1.0,1.9,Yes,0
C100485,23.0,Female,Seoul,Premium,Monthly,Mobile,2022-07-24,41.0,76.0,2.0,1.0,6.9,Yes,0
C100470,24.0,Female,Busan,Basic,Monthly,Card,2024-05-31,19.0,26.3,2.0,1.0,5.4,Yes,0
C100043,37.0,Female,Daejeon,Basic,Monthly,Bank transfer,2022-05-06,43.0,26.0,0.0,0.0,7.2,No,0
C100196,42.0,Female,Busan,Standard,Monthly,Virtual account,2025-11-21,1.0,45.9,3.0,0.0,4.8,Yes,0
C100168,38.0,Female,Seoul,Premium,Monthly,Mobile,2023-02-28,34.0,75.2,1.0,1.0,4.6,No,0
C100379,46.0,Female,Daejeon,Standard,Monthly,Mobile,2025-08-30,4.0,38.2,2.0,1.0,2.6,No,0
C100225,41.0,Male,Daegu,Premium,One-year,Bank transfer,2025-03-20,9.0,82.0,4.0,0.0,6.9,No,0
C100084,32.0,Female,Busan,Standard,Two-year,Bank transfer,2025-01-19,11.0,30.5,2.0,1.0,1.1,Yes,0
C100405,49.0,Male,Seoul,Premium,One-year,Mobile,2022-04-26,44.0,70.0,,0.0,8.4,No,0
C100229,46.0,Female,Daegu,Standard,Monthly,Card,2022-03-21,45.0,46.2,1.0,2.0,5.4,Yes,0
C100424,24.0,Female,Busan,Standard,One-year,Bank transfer,2023-02-25,34.0,48.5,1.0,1.0,5.0,No,0
C100018,20.0,Male,Busan,Basic,Monthly,Mobile,2024-12-25,12.0,18.5,0.0,1.0,5.0,Yes,0
C100152,26.0,Male,Seoul,Standard,Monthly,Card,2024-08-26,16.0,45.6,3.0,0.0,3.7,No,0
C100566,29.0,Female,Busan,Standard,Monthly,Card,2023-04-28,32.0,39.4,4.0,0.0,2.2,Yes,0
C100160,44.0,Female,Daegu,Standard,Monthly,Mobile,2025-05-27,7.0,43.7,0.0,2.0,1.9,No,0
C100044,32.0,Female,Daegu,Basic,One-year,Card,2025-07-24,5.0,22.1,3.0,1.0,4.9,Yes,0
C100509,55.0,Male,Busan,Premium,Monthly,Bank transfer,2022-04-21,44.0,73.1,2.0,0.0,4.2,No,0
C100352,41.0,Male,Gwangju,Basic,Monthly,Bank transfer,2022-05-12,43.0,26.8,1.0,1.0,0.7,No,0
C100341,46.0,Female,Gwangju,Basic,One-year,Bank transfer,2023-12-16,24.0,21.7,3.0,0.0,7.5,Yes,0
C100462,46.0,Male,Seoul,Basic,One-year,Virtual account,2024-07-21,17.0,19.5,2.0,2.0,1.3,No,0
C100184,46.0,Female,Seoul,Basic,One-year,Bank transfer,2024-09-28,15.0,36.8,1.0,0.0,8.3,No,0
C100532,51.0,Male,Seoul,Basic,Monthly,Bank transfer,2024-02-12,22.0,18.2,1.0,1.0,5.5,Yes,0
C100396,38.0,Female,Busan,Premium,Monthly,Mobile,2023-09-03,27.0,63.3,1.0,0.0,3.7,No,1
C100496,50.0,Female,Busan,Standard,Two-year,Bank transfer,2022-07-06,41.0,49.7,0.0,0.0,7.1,Yes,0
C100253,47.0,Male,Daejeon,Standard,One-year,Bank transfer,2024-06-05,18.0,48.4,2.0,1.0,2.0,Yes,0
C100316,43.0,Male,Busan,Basic,Two-year,Card,2024-05-01,20.0,17.7,0.0,0.0,,Yes,0
C100125,24.0,Female,Seoul,Basic,Two-year,Card,2022-05-28,43.0,21.0,0.0,0.0,1.5,Yes,0
C100256,40.0,Male,Seoul,Premium,One-year,Mobile,2023-01-22,35.0,82.1,2.0,0.0,1.6,Yes,0
C100497,40.0,Male,Daegu,Basic,Monthly,Card,2025-11-14,1.0,27.0,1.0,3.0,4.8,No,0
C100392,40.0,Female,Daegu,Standard,Monthly,Virtual account,2024-03-01,22.0,42.3,1.0,1.0,1.8,Yes,0
C100224,42.0,Female,Gwangju,Premium,Monthly,Card,2022-08-12,40.0,77.5,1.0,0.0,4.0,Yes,0
C100582,41.0,Male,Seoul,Basic,One-year,Bank transfer,2023-05-05,31.0,19.4,0.0,0.0,10.5,Yes,0
C100146,37.0,Male,Seoul,Standard,Monthly,Card,2022-11-26,37.0,46.5,1.0,2.0,1.7,No,0
C100591,20.0,Male,Daejeon,Standard,One-year,Card,2022-10-19,38.0,44.2,2.0,0.0,4.9,No,0
C100003,20.0,Male,Busan,Premium,Monthly,Card,2025-11-28,1.0,69.4,1.0,2.0,1.1,No,1
C100317,37.0,Female,Daejeon,Premium,Monthly,Card,2022-11-25,37.0,76.9,1.0,0.0,0.9,No,0
C100540,22.0,Female,Busan,Basic,Monthly,Bank transfer,2023-11-26,25.0,21.7,2.0,0.0,2.8,No,0
C100001,45.0,Male,,Standard,One-year,Bank transfer,2023-11-15,25.0,44.3,2.0,1.0,2.6,No,0
C100389,58.0,Male,Seoul,Standard,Two-year,Card,2025-07-10,5.0,49.4,0.0,1.0,0.7,Yes,0
C100037,54.0,Female,Daejeon,Standard,Monthly,Mobile,2025-01-01,11.0,49.6,0.0,0.0,4.0,Yes,0
C100177,39.0,Female,Busan,Basic,Two-year,Card,2024-08-20,16.0,19.0,1.0,3.0,0.9,Yes,1
C100219,45.0,Female,Seoul,Standard,One-year,Mobile,2022-07-05,41.0,35.0,3.0,3.0,9.5,Yes,0
C100110,43.0,Female,Gwangju,Standard,Two-year,Mobile,2025-10-04,2.0,51.4,1.0,0.0,5.1,No,0
C100042,101.0,Female,Daejeon,Basic,One-year,Card,2022-06-08,42.0,14.3,,1.0,4.4,No,0
C100070,39.0,Male,Daejeon,Basic,One-year,Mobile,2023-03-01,34.0,31.7,0.0,0.0,9.0,Yes,0
C100032,49.0,Male,Daegu,Basic,Monthly,Card,2022-02-20,46.0,21.2,3.0,0.0,4.9,Yes,0
C100243,39.0,Female,Gwangju,Basic,One-year,Virtual account,2025-02-20,10.0,11.8,2.0,0.0,2.8,No,1
C100162,39.0,Male,Seoul,Premium,Two-year,Mobile,2024-10-25,14.0,72.9,2.0,0.0,4.6,Yes,0
C100529,54.0,Male,Seoul,Basic,One-year,Card,2024-10-11,14.0,20.6,1.0,0.0,3.9,No,0
