ticket_id,created_at,customer_age,membership_tier,issue_type,contact_channel,region,monthly_spend,tenure_months,previous_tickets,avg_response_minutes,satisfaction_score,reopened_count,resolution_hours,priority
TK-260462,2025-10-20 14:00:00,39,Basic,Delivery,Email,Incheon,67210,68,1,92,4.1,2,5.5,Medium
TK-260463,2025-09-28 00:00:00,65,Silver,Payment,Email,Incheon,76130,66,4,50,3.1,1,4.5,Medium
TK-260464,2026-05-29 00:00:00,44,Silver,Technical,Phone,Busan,91781,44,3,52,3.5,1,6.3,Low
TK-260465,2025-03-19 05:00:00,29,Basic,Delivery,Phone,Busan,58773,82,2,51,3.4,2,1.6,Medium
TK-260466,2026-06-24 08:00:00,49,VIP,Technical,Chat,Daegu,237868,52,6,13,2.9,0,2.0,Low
TK-260467,2026-04-28 08:00:00,22,Silver,Payment,Chat,Daejeon,97829,40,4,67,4.0,0,3.2,Low
TK-260468,2026-07-22 07:00:00,74,Basic,Delivery,Email,Daegu,35179,50,5,97,4.9,2,2.4,Medium
TK-260469,2025-03-10 17:00:00,66,VIP,Delivery,Phone,Busan,223481,87,3,58,2.9,1,9.1,Medium
TK-260470,2025-05-19 14:00:00,47,Silver,Technical,Phone,Busan,72313,38,3,43,3.8,3,4.9,Low
TK-260471,2026-07-18 00:00:00,39,Silver,Delivery,Email,Daegu,65014,42,6,98,3.3,0,15.3,Medium
TK-260472,2025-09-24 12:00:00,72,Basic,Cancellation,Phone,Incheon,61887,51,4,73,3.3,0,1.6,Medium
TK-260473,2025-07-12 08:00:00,28,Basic,Delivery,Chat,Daegu,41812,95,1,16,4.5,0,5.1,Low
TK-260474,2025-11-30 20:00:00,41,Gold,Account,Phone,Busan,139046,12,6,66,4.2,1,4.6,Low
TK-260475,2026-03-16 08:00:00,57,Silver,Delivery,Chat,Seoul,57884,58,4,73,3.7,1,8.6,Medium
TK-260476,2026-03-11 20:00:00,69,Silver,Technical,Email,Daegu,83968,87,6,690,4.1,0,11.6,Medium
TK-260477,2026-04-02 01:00:00,63,Gold,Delivery,Email,Daejeon,108929,73,5,87,2.8,0,3.4,Medium
TK-260478,2025-06-29 22:00:00,28,Basic,Account,App,Busan,59856,43,4,63,3.6,0,5.5,Medium
TK-260479,2025-12-29 12:00:00,24,Basic,Delivery,Phone,Busan,26371,29,0,96,2.5,1,6.0,Medium
TK-260480,2025-01-24 07:00:00,70,Basic,Delivery,App,Seoul,50859,49,7,37,2.9,0,3.2,Low
TK-260481,2025-11-13 04:00:00,67,Basic,Payment,App,Daejeon,72965,48,2,46,4.2,2,5.3,Low
TK-260482,2026-03-24 03:00:00,54,Silver,Payment,Phone,Busan,73412,40,3,77,4.1,0,6.0,Medium
TK-260483,2025-06-03 18:00:00,47,Gold,Delivery,Email,Daegu,123074,92,3,21,3.9,0,5.0,High
TK-260484,2025-11-24 13:00:00,54,VIP,Account,Chat,Busan,230448,16,4,76,2.2,0,9.3,High
TK-260485,2026-07-20 07:00:00,43,Gold,Technical,Phone,Seoul,114395,15,4,90,4.3,0,7.7,Medium
TK-260486,2025-03-30 11:00:00,45,VIP,Cancellation,Email,Daegu,243669,82,5,111,2.6,1,3.5,High
TK-260487,2025-08-23 12:00:00,68,Silver,Technical,Chat,Incheon,99516,53,4,112,3.5,0,7.0,Medium
TK-260488,2026-03-18 04:00:00,18,Basic,Cancellation,Chat,Daegu,39039,15,2,28,5.0,0,10.0,Low
TK-260489,2025-12-10 12:00:00,24,Basic,Payment,Chat,Seoul,31952,32,3,83,3.1,0,2.8,Low
TK-260490,2025-06-27 04:00:00,22,Silver,Technical,Chat,Daejeon,61355,77,5,92,3.5,0,7.7,Medium
TK-260491,2026-07-23 02:00:00,46,Basic,Technical,Chat,Seoul,39233,40,0,89,2.9,0,4.2,Medium
TK-260492,2026-06-07 07:00:00,21,Basic,Technical,Email,Seoul,20895,13,0,81,2.6,0,3.5,Low
TK-260493,2026-06-16 05:00:00,62,Basic,Payment,Phone,Busan,26674,12,2,25,3.2,0,10.2,Low
TK-260494,2025-10-15 08:00:00,20,Basic,Delivery,Chat,Daegu,41742,65,3,65,3.7,0,5.7,Medium
TK-260495,2025-08-10 17:00:00,60,Basic,Payment,Phone,Busan,60533,44,0,72,3.5,0,5.5,Low
TK-260496,2025-11-11 00:00:00,36,Basic,Cancellation,Chat,Seoul,45990,59,0,130,3.6,0,4.3,Low
TK-260497,2026-06-19 11:00:00,22,Silver,Account,App,Seoul,57062,4,3,51,4.2,2,2.3,Medium
TK-260498,2025-12-12 12:00:00,32,Basic,Technical,Chat,Seoul,53942,41,0,97,3.9,0,5.6,Medium
TK-260499,2025-07-30 12:00:00,59,Silver,Technical,Chat,Incheon,103038,11,3,103,4.4,1,6.2,Medium
TK-260500,2026-06-30 06:00:00,33,Silver,Payment,Chat,Busan,98814,68,2,32,3.0,0,5.0,Medium
TK-260501,2025-07-19 10:00:00,69,Basic,Payment,Chat,Busan,50626,44,0,67,2.6,1,5.4,Low
TK-260502,2026-03-03 16:00:00,44,Silver,Delivery,Chat,Daegu,88409,13,0,44,3.2,0,16.6,Medium
TK-260503,2025-11-11 05:00:00,75,Basic,Technical,Chat,Incheon,52688,16,2,64,4.2,1,7.9,Low
TK-260504,2025-12-17 17:00:00,42,Gold,Payment,Chat,Daegu,154354,82,0,60,,1,11.3,Medium
TK-260505,2026-07-19 05:00:00,60,Silver,Cancellation,Phone,Seoul,92157,29,4,42,3.5,1,13.8,Low
TK-260506,2026-02-28 20:00:00,64,Gold,Payment,App,Seoul,141064,64,3,75,3.4,2,5.8,High
TK-260507,2025-12-01 10:00:00,76,VIP,Payment,Email,Daejeon,244944,41,1,39,4.3,0,8.0,Low
TK-260508,2025-11-04 15:00:00,75,Basic,Technical,Phone,Seoul,24196,23,4,51,2.5,0,9.1,Medium
TK-260509,2025-12-10 03:00:00,29,Gold,Cancellation,App,Busan,136899,46,3,116,2.9,0,5.2,Medium
TK-260510,2026-06-09 21:00:00,19,Silver,Account,Phone,Daejeon,85186,93,2,96,3.6,0,4.4,Low
TK-260511,2025-04-04 05:00:00,37,Gold,Account,Phone,Busan,133966,26,4,68,2.9,1,1.5,Medium
TK-260512,2025-02-01 04:00:00,21,Basic,Delivery,Chat,Incheon,38583,23,0,121,4.9,0,6.5,Medium
TK-260513,2026-03-31 10:00:00,38,Silver,Cancellation,Email,Incheon,59283,19,5,102,,0,15.8,High
TK-260514,2026-05-27 15:00:00,35,Basic,Cancellation,App,Incheon,55244,66,3,46,4.7,1,3.1,Medium
TK-260515,2026-03-25 15:00:00,39,Basic,Account,Email,Incheon,64738,73,3,146,4.2,1,6.6,High
TK-260516,2026-01-31 19:00:00,31,VIP,Technical,Email,Seoul,236033,74,7,122,3.4,0,9.9,Medium
TK-260517,2025-08-19 14:00:00,57,Basic,Technical,Chat,Daegu,22628,56,6,90,4.8,3,9.9,High
TK-260518,2025-09-23 04:00:00,44,Silver,Delivery,Phone,Daejeon,95391,5,0,59,3.9,1,7.2,Low
TK-260519,2026-01-09 19:00:00,45,Basic,Delivery,Chat,Busan,56799,53,7,77,2.9,0,2.3,Medium
TK-260520,2026-05-08 13:00:00,34,Basic,Cancellation,Email,Busan,41686,7,4,85,4.3,1,7.0,Low
TK-260521,2025-11-06 03:00:00,51,Gold,Technical,Chat,Busan,152982,22,1,108,2.3,0,4.9,Medium
TK-260522,2025-05-28 01:00:00,69,Basic,Cancellation,Chat,Seoul,37001,54,0,96,3.4,0,9.3,High
TK-260523,2025-01-27 22:00:00,28,Basic,Payment,Chat,Daejeon,36236,28,0,93,4.3,1,2.9,Medium
TK-260524,2025-01-21 05:00:00,64,Silver,Payment,Chat,Daegu,86533,74,3,82,4.9,0,4.7,Low
TK-260525,2025-06-17 12:00:00,32,Silver,Cancellation,App,Incheon,95598,93,5,48,4.6,0,6.3,High
TK-260526,2025-07-08 20:00:00,43,Silver,Delivery,Email,Seoul,99369,75,0,75,3.8,0,4.4,High
TK-260527,2025-09-04 16:00:00,68,Silver,Account,Chat,Incheon,68043,62,4,80,3.6,0,10.0,Medium
TK-260528,2025-11-11 02:00:00,56,Silver,Delivery,Email,Daegu,98046,28,3,65,4.3,0,3.0,Medium
TK-260529,2025-01-12 04:00:00,39,Silver,Payment,Chat,Busan,57103,90,4,15,3.0,0,2.0,Medium
TK-260530,2025-04-29 19:00:00,28,Silver,Delivery,Email,Busan,89338,37,9,2,5.0,0,8.2,Medium
TK-260531,2026-02-21 09:00:00,41,Silver,Technical,App,Busan,77133,26,4,71,4.4,0,12.1,Medium
TK-260532,2026-03-30 03:00:00,58,Silver,Account,App,Daegu,77926,19,0,111,3.2,1,4.0,Low
TK-260533,2026-04-18 03:00:00,63,Basic,Payment,Phone,Daegu,55264,71,3,29,2.5,0,5.3,Low
TK-260534,2025-01-17 07:00:00,48,VIP,Cancellation,Email,Busan,213453,13,4,76,5.0,0,2.9,Medium
TK-260535,2025-07-05 00:00:00,24,Basic,Account,Email,Seoul,39199,84,5,115,3.8,0,13.0,Medium
TK-260536,2025-10-24 21:00:00,61,Basic,Cancellation,Chat,Incheon,50085,74,4,86,3.3,0,8.4,Medium
TK-260537,2025-11-28 07:00:00,67,Silver,Payment,Email,Busan,77234,31,4,50,3.1,4,5.1,Low
TK-260538,2025-02-18 07:00:00,35,Silver,Cancellation,Phone,Seoul,88937,35,3,169,5.0,0,9.5,High
TK-260539,2025-05-17 22:00:00,39,Silver,Technical,Email,Daegu,96225,34,2,67,3.8,1,6.9,Low
TK-260540,2025-06-14 01:00:00,28,Silver,Technical,Phone,Incheon,83386,32,2,86,3.2,2,13.7,Medium
TK-260541,2026-01-09 17:00:00,39,Silver,Cancellation,Email,Daejeon,104357,46,1,112,4.9,1,11.5,Low
TK-260542,2025-02-24 21:00:00,35,Silver,Cancellation,Chat,Seoul,98477,60,4,162,2.8,1,6.6,High
TK-260543,2026-06-20 21:00:00,22,Silver,Cancellation,App,Seoul,102805,95,4,39,3.6,0,2.7,Medium
TK-260544,2025-11-01 01:00:00,26,Basic,Payment,App,Seoul,48325,79,1,75,4.1,0,5.0,Low
TK-260545,2025-06-28 14:00:00,60,Basic,Delivery,App,Daejeon,59931,16,1,53,5.0,0,3.6,Low
TK-260546,2025-12-16 17:00:00,76,Gold,Cancellation,Chat,Seoul,153290,22,4,100,4.3,0,7.8,Medium
TK-260547,2025-07-15 12:00:00,74,Gold,Technical,Phone,Busan,140636,76,6,56,3.7,1,4.5,High
TK-260548,2025-03-25 13:00:00,43,Basic,Payment,Email,Busan,,86,3,59,4.5,2,10.6,High
TK-260549,2025-03-21 14:00:00,60,Basic,Cancellation,Email,Busan,66272,85,3,58,4.4,0,10.2,Medium
TK-260550,2026-03-20 22:00:00,69,Silver,Cancellation,Email,Busan,66162,26,1,109,2.7,0,5.1,Low
TK-260551,2025-11-04 21:00:00,18,Basic,Technical,Chat,Seoul,41256,74,1,75,4.5,1,13.7,Medium
TK-260552,2025-11-02 04:00:00,41,VIP,Technical,Chat,Seoul,203703,28,10,52,2.3,0,5.9,Medium
TK-260553,2025-06-29 09:00:00,41,Silver,Technical,Email,Seoul,57100,24,0,69,3.5,1,3.9,Medium
TK-260554,2025-08-06 05:00:00,46,Basic,Account,Chat,Seoul,36350,1,4,60,3.9,0,5.2,Medium
TK-260555,2025-08-17 19:00:00,34,Gold,Account,App,Seoul,117385,96,0,100,3.8,1,2.8,Medium
TK-260556,2025-04-25 21:00:00,18,Basic,Delivery,Chat,Seoul,45985,71,3,26,1.8,1,2.8,Medium
TK-260557,2026-07-01 14:00:00,66,Silver,Cancellation,Chat,Daejeon,72601,70,13,73,3.6,0,6.0,High
TK-260558,2025-06-03 02:00:00,57,Basic,Payment,Chat,Seoul,52248,10,3,22,4.3,0,6.0,Medium
TK-260559,2025-05-15 14:00:00,44,Gold,Payment,Email,Daegu,142652,45,6,60,3.0,1,2.2,Medium
TK-260560,2025-08-17 15:00:00,21,Basic,Delivery,Phone,Busan,37190,23,4,42,4.9,1,12.5,Medium
TK-260561,2025-11-21 20:00:00,29,Gold,Payment,Phone,Seoul,111430,19,2,30,3.2,0,7.3,Medium
TK-260562,2025-01-12 00:00:00,65,Basic,Technical,Phone,Seoul,61407,59,3,113,2.6,3,3.5,High
TK-260563,2026-05-27 05:00:00,56,Silver,Delivery,App,Busan,98904,92,5,69,2.3,0,2.4,Medium
TK-260564,2025-12-26 09:00:00,42,Basic,Technical,Phone,Incheon,30672,19,0,102,4.0,0,14.7,Medium
TK-260565,2025-01-14 03:00:00,63,Silver,Payment,Phone,Seoul,85193,67,8,44,3.1,1,7.4,High
TK-260566,2025-04-01 01:00:00,60,Basic,Technical,Email,Busan,59329,25,0,60,5.0,1,2.1,Medium
TK-260567,2026-07-16 07:00:00,58,Silver,Technical,App,Incheon,57417,34,6,100,2.7,1,3.8,High
TK-260568,2026-06-19 20:00:00,26,Basic,Technical,Phone,Seoul,,2,4,164,4.1,2,5.1,High
TK-260569,2025-06-17 14:00:00,45,Basic,Payment,Chat,Daegu,53947,39,5,49,3.8,0,4.0,Low
TK-260570,2025-03-29 13:00:00,33,Basic,Cancellation,Chat,Seoul,20102,23,1,128,3.7,0,9.7,High
TK-260571,2025-03-03 11:00:00,65,Basic,Account,App,Incheon,63368,64,2,59,3.6,0,3.2,Low
TK-260572,2025-02-08 02:00:00,55,Basic,Cancellation,Chat,Seoul,72734,79,10,55,4.7,0,12.2,Low
TK-260573,2025-02-18 10:00:00,25,Basic,Payment,Chat,Daejeon,57586,9,4,80,3.3,0,8.7,Medium
TK-260574,2025-02-04 09:00:00,38,Basic,Cancellation,Email,Incheon,53183,51,1,52,4.6,0,4.8,Low
TK-260575,2026-02-13 15:00:00,64,Silver,Delivery,Email,Seoul,102445,69,0,46,2.7,1,6.3,Medium
TK-260576,2026-02-25 14:00:00,67,Silver,Technical,Phone,Seoul,,61,5,102,4.6,0,7.0,Medium
TK-260577,2025-01-24 22:00:00,20,Silver,Technical,Phone,Daegu,71145,86,2,66,5.0,0,5.3,Medium
TK-260578,2026-06-28 09:00:00,22,Basic,Technical,Chat,Incheon,46142,36,0,103,4.7,1,6.3,Medium
TK-260579,2025-07-16 23:00:00,42,Silver,Delivery,Phone,Daegu,56507,32,0,2,3.0,0,2.3,Low
TK-260580,2025-04-12 07:00:00,46,Basic,Payment,Chat,Incheon,38968,3,3,35,3.8,0,17.5,Medium
TK-260581,2025-05-08 06:00:00,44,Basic,Payment,App,Seoul,23156,31,3,52,4.6,0,8.6,Medium
TK-260582,2025-08-22 06:00:00,38,VIP,Payment,Phone,Incheon,223954,50,2,55,4.9,0,3.9,Medium
TK-260583,2026-03-31 20:00:00,57,Gold,Technical,Chat,Daegu,140832,76,2,64,3.0,0,4.4,Low
TK-260584,2026-06-04 21:00:00,47,VIP,Technical,Email,Busan,196757,56,4,96,3.3,1,5.1,Medium
TK-260585,2026-02-18 21:00:00,59,Basic,Technical,Phone,Seoul,51788,42,5,40,3.8,0,6.8,Medium
TK-260586,2025-12-22 14:00:00,59,Basic,Delivery,Chat,Busan,49461,49,1,24,4.8,2,2.3,Medium
TK-260587,2026-05-02 00:00:00,49,Basic,Technical,Phone,Busan,58258,34,6,117,4.9,0,10.5,Medium
TK-260588,2026-05-25 01:00:00,45,Basic,Delivery,Chat,Seoul,40368,22,0,93,2.4,0,6.3,Medium
TK-260589,2025-05-02 02:00:00,26,Basic,Delivery,Phone,Busan,68513,30,2,68,3.3,0,13.0,Medium
TK-260590,2025-05-08 09:00:00,44,Silver,Delivery,Phone,Busan,78516,24,5,51,3.2,0,8.5,Medium
TK-260591,2025-05-27 03:00:00,64,VIP,Account,Chat,Busan,208185,2,7,33,5.0,3,9.6,High
TK-260592,2025-01-15 03:00:00,42,Silver,Payment,Phone,Daegu,58812,7,3,73,4.6,0,14.0,Low
TK-260593,2025-02-22 23:00:00,18,VIP,Account,Email,Daejeon,242218,89,2,86,3.8,0,3.6,Low
TK-260594,2025-05-25 14:00:00,22,Gold,Account,Chat,Incheon,108730,24,8,19,2.8,0,6.6,Medium
TK-260595,2025-07-02 10:00:00,61,Basic,Account,Chat,Seoul,32247,39,1,98,3.6,0,11.7,High
TK-260596,2025-05-27 06:00:00,59,Basic,Cancellation,Email,Busan,30171,82,5,47,3.6,0,3.4,Low
TK-260597,2026-05-09 22:00:00,28,Silver,Account,Chat,Incheon,71934,64,3,73,3.0,0,3.5,Medium
TK-260598,2025-03-18 03:00:00,43,Silver,Cancellation,Email,Daegu,74859,71,2,74,4.0,0,2.9,Low
TK-260599,2025-06-11 15:00:00,73,Silver,Delivery,Email,Incheon,89027,74,5,2,3.5,3,3.4,Low
TK-260600,2025-06-11 11:00:00,24,Silver,Delivery,App,Seoul,90922,51,5,36,2.8,1,2.2,Medium
TK-260601,2026-05-10 18:00:00,36,Gold,Technical,Chat,Daegu,135940,89,6,69,5.0,0,3.2,Low
TK-260602,2025-08-17 23:00:00,68,Basic,Account,Chat,Busan,72400,69,6,71,2.4,0,3.0,Medium
TK-260603,2025-08-30 10:00:00,56,Basic,Technical,Chat,Daegu,49231,47,2,96,2.1,0,5.6,Medium
TK-260604,2026-06-18 16:00:00,44,Silver,Payment,Phone,Busan,95694,56,0,45,3.7,2,11.8,Medium
TK-260605,2025-09-07 22:00:00,57,Gold,Delivery,Chat,Seoul,123988,44,5,74,1.8,3,3.7,Medium
TK-260606,2025-03-16 04:00:00,50,Silver,Technical,Email,Seoul,70328,20,0,86,3.2,0,22.3,Low
TK-260607,2026-06-22 06:00:00,25,Gold,Payment,App,Busan,117342,79,0,64,3.9,0,2.0,Low
TK-260608,2025-12-20 02:00:00,38,Gold,Delivery,Chat,Busan,148096,55,0,49,3.1,0,7.8,Low
TK-260609,2025-10-21 15:00:00,65,Silver,Technical,Chat,Busan,63630,16,0,67,2.5,1,2.6,High
TK-260610,2025-07-19 01:00:00,41,Silver,Technical,Chat,Busan,99093,51,6,141,4.2,0,9.1,Medium
TK-260611,2026-01-12 12:00:00,71,Basic,Account,Phone,Busan,50563,49,0,46,4.9,0,2.1,Medium
TK-260612,2026-05-30 19:00:00,35,Silver,Delivery,Email,Busan,84718,58,4,52,3.2,0,2.6,Low
TK-260613,2026-01-04 04:00:00,57,Silver,Technical,Email,Busan,59613,74,2,55,3.5,2,3.9,Medium
TK-260614,2026-01-17 05:00:00,31,Silver,Cancellation,Phone,Daegu,77458,59,4,72,3.7,2,5.2,Medium
TK-260615,2026-01-22 04:00:00,66,Basic,Payment,Email,Daegu,40761,14,5,65,3.6,0,5.3,Medium
TK-260616,2025-09-13 15:00:00,73,Basic,Cancellation,App,Daegu,43155,69,6,50,3.7,0,10.6,Medium
TK-260617,2025-08-07 15:00:00,70,Silver,Technical,App,Seoul,79670,88,8,75,3.5,0,3.9,High
TK-260618,2025-10-19 17:00:00,29,Silver,Delivery,Email,Incheon,78499,34,0,84,2.7,1,6.8,Low
TK-260619,2025-12-15 17:00:00,45,Basic,Account,App,Incheon,72252,82,2,46,2.9,1,8.5,Medium
TK-260620,2026-05-26 17:00:00,32,Gold,Technical,App,Seoul,134822,4,1,70,3.5,0,13.8,Medium
TK-260621,2026-06-05 20:00:00,34,VIP,Payment,Email,Daegu,201659,80,7,24,4.6,0,1.5,Medium
TK-260622,2026-05-25 11:00:00,61,Gold,Technical,Email,Seoul,157247,6,2,87,3.3,1,7.9,Medium
TK-260623,2025-12-24 09:00:00,53,VIP,Payment,Chat,Incheon,213913,45,5,100,4.3,0,7.3,Medium
TK-260624,2025-08-22 06:00:00,55,Basic,Payment,App,Busan,21804,89,3,28,3.5,0,2.9,Medium
TK-260625,2026-01-19 03:00:00,28,Basic,Account,Phone,Incheon,38262,95,2,55,4.2,0,8.8,Medium
TK-260626,2025-10-14 08:00:00,49,Basic,Delivery,Chat,Seoul,28256,57,3,89,4.4,0,3.3,Medium
TK-260627,2025-01-31 20:00:00,65,Gold,Delivery,Phone,Seoul,142384,27,3,95,3.1,1,5.2,Medium
TK-260628,2026-05-05 04:00:00,18,Gold,Delivery,Phone,Daegu,137026,75,8,81,2.9,1,5.5,Low
TK-260629,2025-11-28 04:00:00,74,VIP,Account,App,Seoul,221602,87,0,52,3.1,4,1.8,Medium
TK-260630,2026-07-22 09:00:00,36,Silver,Payment,Email,Seoul,65825,83,6,36,3.8,0,3.2,Medium
TK-260631,2025-07-10 15:00:00,37,VIP,Technical,App,Busan,225767,58,3,94,3.1,0,6.9,Medium
TK-260632,2026-06-20 01:00:00,46,Silver,Technical,Chat,Busan,98526,81,4,90,3.4,4,8.0,High
TK-260633,2026-03-19 07:00:00,31,Silver,Cancellation,Phone,Incheon,69493,35,0,66,1.0,1,9.9,Medium
TK-260634,2025-04-18 22:00:00,20,Basic,Payment,App,Seoul,32760,3,1,46,4.9,0,10.9,Medium
TK-260635,2025-09-04 07:00:00,24,Basic,Technical,App,Busan,42637,85,7,122,2.4,0,2.8,Low
TK-260636,2025-04-10 15:00:00,63,VIP,Delivery,Phone,Busan,198370,77,0,14,3.3,1,1.7,Low
TK-260637,2025-02-23 11:00:00,55,VIP,Payment,Phone,Seoul,210773,63,4,39,4.7,0,4.1,Low
TK-260638,2025-12-28 09:00:00,72,Silver,Technical,Email,Busan,64410,6,1,55,4.1,0,3.1,Low
TK-260639,2026-05-30 12:00:00,50,Basic,Technical,Chat,Seoul,21713,58,1,103,3.9,0,6.7,Medium
TK-260640,2026-05-14 16:00:00,63,Silver,Payment,Email,Daegu,96314,72,6,55,3.4,1,6.0,Medium
TK-260641,2025-07-21 22:00:00,26,Gold,Technical,,Busan,147936,48,5,86,,0,6.6,Low
TK-260642,2025-07-07 15:00:00,30,Gold,Account,App,Seoul,118719,16,3,50,3.5,1,5.5,Medium
TK-260643,2025-12-06 22:00:00,39,VIP,Technical,Chat,Incheon,217369,61,5,117,3.7,0,5.6,High
TK-260644,2026-07-12 01:00:00,42,Basic,Cancellation,Email,Seoul,50286,37,5,99,3.2,0,9.2,Low
TK-260645,2025-07-31 19:00:00,35,Silver,Technical,Chat,Seoul,64104,91,4,124,4.4,2,7.8,Medium
TK-260646,2025-07-20 08:00:00,68,Basic,Payment,Chat,Busan,24610,11,2,65,3.1,1,1.3,Medium
TK-260647,2026-01-12 19:00:00,46,Silver,Technical,Email,Seoul,86749,75,1,79,3.8,1,12.3,High
TK-260648,2026-01-09 02:00:00,25,Gold,Payment,Chat,Busan,124350,45,2,96,2.9,1,7.0,Medium
TK-260649,2025-09-11 20:00:00,49,Silver,Technical,Email,Busan,76802,78,0,123,5.0,0,7.1,Medium
TK-260650,2025-01-03 01:00:00,72,VIP,Technical,Email,Busan,195154,65,5,90,5.0,2,3.3,Medium
TK-260651,2025-05-14 20:00:00,34,Silver,Delivery,Email,Seoul,76312,93,4,76,2.8,3,2.5,Medium
TK-260652,2026-01-20 12:00:00,25,Silver,Delivery,App,Busan,97133,83,1,18,5.0,1,7.7,Medium
TK-260653,2026-04-12 15:00:00,60,Gold,Payment,Chat,Daejeon,148352,46,3,2,5.0,0,7.8,Medium
TK-260654,2025-08-03 12:00:00,41,Basic,Delivery,Chat,Busan,35006,75,1,38,3.8,0,9.1,Low
TK-260655,2025-10-25 14:00:00,41,Silver,Technical,Email,Busan,58604,11,4,88,2.8,2,11.1,Medium
TK-260656,2025-09-20 11:00:00,50,Silver,Technical,Chat,Daejeon,105510,51,3,105,3.0,1,4.2,Low
TK-260657,2025-03-13 03:00:00,68,Silver,Payment,Chat,Incheon,98438,37,0,81,2.9,1,2.8,Medium
TK-260658,2026-04-23 20:00:00,69,Basic,Account,Chat,Daegu,31418,26,0,36,3.0,0,6.2,High
TK-260659,2025-09-28 08:00:00,38,Gold,Payment,Chat,Seoul,128732,74,3,81,3.4,0,3.0,Medium
TK-260660,2025-01-19 15:00:00,19,Gold,Account,Phone,Seoul,143232,38,6,6,2.7,2,7.4,Low
TK-260661,2025-09-12 07:00:00,73,Basic,Cancellation,App,Seoul,49035,11,0,34,2.0,0,9.5,Medium
TK-260662,2025-11-23 00:00:00,36,Silver,Account,App,Daegu,82015,93,1,67,3.4,2,5.6,Medium
TK-260663,2025-12-30 06:00:00,51,Gold,Account,Phone,Daejeon,147436,33,0,55,3.0,0,5.0,Medium
TK-260664,2026-05-25 08:00:00,38,Basic,Technical,Phone,Busan,60291,95,2,117,4.4,3,9.4,High
TK-260665,2026-02-19 13:00:00,25,Basic,Delivery,Email,Daejeon,65962,47,1,82,4.3,2,12.0,Medium
TK-260666,2026-04-27 18:00:00,27,Silver,Account,Chat,Daegu,103500,89,0,123,3.6,0,8.1,Low
TK-260667,2025-09-05 05:00:00,54,Basic,Delivery,App,Busan,57499,22,0,31,3.4,0,4.4,Low
TK-260668,2026-04-21 04:00:00,55,Basic,Delivery,Email,Seoul,66631,88,6,76,4.0,0,3.3,Medium
TK-260669,2025-09-28 18:00:00,34,VIP,Cancellation,App,Daejeon,193650,82,0,140,5.0,2,12.5,High
TK-260670,2026-04-15 04:00:00,59,Gold,Payment,Chat,Seoul,109989,71,5,50,3.5,1,3.0,Medium
TK-260671,2025-12-11 09:00:00,53,Silver,Payment,Chat,Incheon,99757,55,3,52,4.2,0,1.9,Medium
TK-260672,2025-10-23 03:00:00,30,Basic,Account,Phone,Seoul,45020,94,3,4,5.0,0,0.4,Low
TK-260673,2026-06-12 10:00:00,26,Basic,Delivery,Phone,Incheon,70423,63,0,41,2.7,1,13.5,Low
TK-260674,2026-01-24 13:00:00,24,Gold,Cancellation,Email,Daejeon,116230,83,4,85,3.5,0,6.5,High
TK-260675,2026-02-21 03:00:00,47,Basic,Cancellation,Phone,Seoul,35684,66,3,62,4.0,0,10.3,Low
TK-260676,2026-06-28 19:00:00,69,Silver,Technical,Phone,Daegu,102204,33,1,42,3.6,2,7.9,Medium
TK-260677,2025-07-24 12:00:00,25,Silver,Cancellation,App,Seoul,54226,82,2,75,4.4,0,10.0,Medium
TK-260678,2026-04-25 22:00:00,65,Silver,Cancellation,Chat,Daejeon,61401,55,3,12,2.4,0,1.7,High
TK-260679,2025-03-15 07:00:00,49,Basic,Payment,Chat,Seoul,34226,18,1,17,2.9,0,5.2,Medium
TK-260680,2026-02-24 20:00:00,26,VIP,Cancellation,Chat,Daegu,221904,36,6,88,4.2,4,7.7,High
TK-260681,2026-05-15 09:00:00,24,Basic,Payment,Phone,Busan,40830,24,0,46,4.0,0,6.2,Low
TK-260682,2026-04-24 09:00:00,76,Gold,Technical,Chat,Seoul,116584,89,5,87,3.2,0,2.8,Medium
TK-260683,2026-07-14 14:00:00,66,Basic,Technical,Chat,Seoul,62379,14,2,55,2.5,4,10.7,High
TK-260684,2026-05-12 23:00:00,43,Basic,Delivery,Chat,Daejeon,66812,5,6,43,3.5,3,14.3,Medium
TK-260685,2025-02-22 15:00:00,39,Silver,Technical,Chat,Busan,99537,18,0,49,2.7,1,8.9,Medium
TK-260686,2026-05-07 13:00:00,28,Gold,Delivery,Email,Daegu,141675,87,1,77,4.3,2,2.9,Medium
TK-260687,2025-04-18 12:00:00,67,Silver,Delivery,Email,Daejeon,94094,39,4,23,5.0,0,10.4,Low
TK-260688,2025-02-25 11:00:00,37,Silver,Technical,App,Daejeon,81295,2,6,52,4.4,2,4.9,Medium
TK-260689,2025-06-04 15:00:00,40,Basic,Delivery,Chat,Seoul,45167,61,7,52,4.3,0,6.9,Medium
TK-260690,2025-04-18 13:00:00,59,Gold,Delivery,Chat,Seoul,134153,70,3,63,3.9,1,4.7,Low
TK-260691,2025-02-17 17:00:00,28,Basic,Technical,App,Busan,54949,93,3,138,4.3,0,10.4,Medium
TK-260692,2025-04-22 10:00:00,54,Basic,Account,Chat,Seoul,69596,82,5,13,1.9,0,3.5,Low
