customer_id,signup_date,age,gender,region,service_tier,contract_type,payment_method,auto_payment,tenure_months,monthly_fee,support_calls_90d,late_payments_12m,weekly_usage_hours,monthly_usage_minutes,churn_risk
CUS-10401,2021-07-29,33.0,Male,Busan,Standard,Monthly,Mobile pay,Yes,20.0,15.6,2.0,1.0,1.8,136.0,No
CUS-10402,2024-03-28,60.0,Male,Seoul,Basic,Monthly,Bank transfer,Yes,17.0,57.2,2.0,1.0,3.2,242.0,No
CUS-10403,2023-12-24,24.0,Male,Daejeon,Premium,One-year,Card,Yes,7.0,42.4,1.0,1.0,4.5,464.0,No
CUS-10404,2021-01-31,23.0,Male,Seoul,Premium,Monthly,Bank transfer,Yes,18.0,83.5,1.0,1.0,6.7,582.0,No
CUS-10405,2025-03-07,34.0,Male,Seoul,Basic,One-year,Card,Yes,72.0,45.6,1.0,3.0,9.6,722.0,No
CUS-10406,2022-08-14,64.0,Male,Busan,Basic,One-year,Mobile pay,No,20.0,100.3,0.0,1.0,19.6,880.0,Yes
CUS-10407,2023-10-12,51.0,Male,Daegu,Standard,Monthly,Card,Yes,48.0,28.2,0.0,0.0,7.1,500.0,No
CUS-10408,2021-07-08,45.0,Female,Daejeon,Standard,Monthly,Card,Yes,45.0,18.4,2.0,1.0,7.4,520.0,No
CUS-10409,2022-08-08,35.0,Female,Daegu,Basic,Monthly,Mobile pay,Yes,60.0,82.6,1.0,0.0,7.3,556.0,No
CUS-10410,2021-11-04,44.0,Female,Seoul,Standard,One-year,Card,No,17.0,63.0,1.0,1.0,6.0,410.0,No
CUS-10411,2023-05-03,46.0,Female,Daegu,Premium,Monthly,Card,No,36.0,70.1,2.0,0.0,4.3,305.0,No
CUS-10412,2021-08-09,43.0,Female,Daejeon,Premium,Monthly,Card,No,12.0,67.7,3.0,3.0,11.7,880.0,Yes
CUS-10413,2024-07-30,56.0,Male,Busan,Standard,Monthly,Virtual account,No,50.0,52.7,1.0,0.0,0.4,33.0,No
CUS-10414,2023-12-28,50.0,Female,Gwangju,Standard,Monthly,Card,Yes,3.0,65.6,0.0,0.0,7.8,626.0,No
CUS-10415,2023-01-25,46.0,Female,Gwangju,Standard,One-year,Mobile pay,No,18.0,39.8,1.0,1.0,7.6,453.0,No
CUS-10416,2024-07-12,61.0,Female,Seoul,Premium,Two-year,Card,No,65.0,44.1,1.0,0.0,6.7,499.0,No
CUS-10417,2025-09-10,61.0,Female,Seoul,Basic,One-year,Bank transfer,No,69.0,49.2,1.0,1.0,4.7,398.0,No
CUS-10418,2024-09-16,54.0,Male,Busan,Standard,One-year,Card,No,15.0,28.0,2.0,3.0,10.4,843.0,No
CUS-10419,2025-08-13,19.0,Female,Daejeon,Premium,Monthly,Card,No,32.0,53.4,0.0,3.0,1.4,91.0,No
CUS-10420,2025-08-07,52.0,Female,Daejeon,Basic,Monthly,Card,Yes,48.0,53.1,4.0,1.0,1.0,68.0,No
CUS-10421,2024-11-29,35.0,Female,Busan,Basic,One-year,Virtual account,Yes,60.0,62.8,1.0,2.0,4.5,365.0,No
CUS-10422,2022-06-24,46.0,Female,Seoul,Basic,One-year,Card,Yes,64.0,47.2,2.0,1.0,1.7,89.0,No
CUS-10423,2024-10-27,18.0,Female,Busan,Standard,Two-year,Card,Yes,39.0,76.3,3.0,1.0,3.7,288.0,No
CUS-10424,2021-11-14,27.0,Female,Gwangju,Premium,Monthly,Mobile pay,No,66.0,48.5,3.0,0.0,4.0,303.0,No
CUS-10425,2021-09-04,45.0,Male,Seoul,Standard,Two-year,Card,No,9.0,29.0,2.0,2.0,10.9,841.0,No
CUS-10426,2022-12-13,32.0,Male,Seoul,Basic,Monthly,Card,No,14.0,16.3,4.0,0.0,1.4,102.0,No
CUS-10427,2021-02-22,57.0,Male,Daejeon,Standard,Monthly,Card,No,44.0,61.1,0.0,0.0,2.4,191.0,No
CUS-10428,2024-02-20,24.0,Male,Seoul,Standard,Monthly,Bank transfer,No,34.0,31.6,2.0,1.0,4.7,254.0,No
CUS-10429,2022-09-02,28.0,Female,Busan,Premium,Monthly,Card,Yes,11.0,86.2,3.0,0.0,5.8,388.0,No
CUS-10430,2025-01-24,53.0,Female,Busan,Standard,Monthly,Mobile pay,Yes,34.0,59.7,3.0,1.0,2.5,183.0,No
CUS-10431,2025-12-19,18.0,Female,Daegu,Premium,One-year,Card,Yes,1.0,39.9,0.0,1.0,7.2,566.0,No
CUS-10432,2022-12-29,33.0,Male,Gwangju,Standard,Monthly,Virtual account,Yes,18.0,75.7,0.0,2.0,0.6,45.0,No
CUS-10433,2025-01-20,39.0,Female,Busan,Basic,Monthly,Bank transfer,No,3.0,27.6,0.0,1.0,8.4,603.0,No
CUS-10434,2025-09-04,53.0,Male,Busan,Premium,Monthly,Virtual account,Yes,47.0,61.7,1.0,0.0,2.7,226.0,No
CUS-10435,2024-01-21,60.0,Female,Daejeon,Basic,Monthly,Card,Yes,43.0,59.8,1.0,0.0,10.0,880.0,No
CUS-10436,2021-05-13,53.0,Female,Daegu,Basic,One-year,,No,12.0,41.2,0.0,1.0,12.1,880.0,No
CUS-10437,2023-04-20,28.0,Male,Seoul,Standard,Monthly,Card,No,34.0,34.5,2.0,1.0,2.5,157.0,No
CUS-10438,2023-12-07,33.0,Male,Seoul,Standard,One-year,Mobile pay,No,61.0,36.4,1.0,2.0,2.6,210.0,No
CUS-10439,2025-05-22,38.0,Male,Daegu,Basic,Two-year,Mobile pay,No,19.0,78.2,2.0,0.0,5.9,434.0,No
CUS-10440,2024-06-05,48.0,Female,Seoul,Basic,One-year,Card,Yes,3.0,66.4,2.0,1.0,4.6,350.0,Yes
CUS-10441,2024-11-07,37.0,Male,Gwangju,Standard,Monthly,,Yes,24.0,53.1,2.0,1.0,11.0,766.0,No
CUS-10442,2023-08-17,21.0,Female,Busan,Basic,One-year,Mobile pay,Yes,34.0,56.6,0.0,1.0,9.3,562.0,No
CUS-10443,2023-02-14,47.0,Male,Gwangju,Premium,Monthly,Card,Yes,26.0,93.2,1.0,0.0,0.9,65.0,No
CUS-10444,2022-10-09,46.0,Female,Busan,Standard,One-year,Card,No,71.0,15.3,0.0,1.0,4.4,297.0,No
CUS-10445,2022-09-28,26.0,Male,Daegu,Basic,Monthly,Bank transfer,Yes,70.0,32.8,1.0,0.0,5.8,424.0,No
CUS-10446,2024-01-25,46.0,Male,Daegu,Premium,Monthly,Card,No,38.0,64.6,2.0,1.0,1.9,143.0,Yes
CUS-10447,2024-02-04,42.0,Female,Seoul,Standard,One-year,Bank transfer,Yes,66.0,55.8,0.0,1.0,1.3,93.0,No
CUS-10448,2023-12-20,55.0,Male,Daejeon,Standard,Monthly,Bank transfer,No,9.0,34.9,2.0,0.0,5.9,420.0,No
CUS-10449,2023-03-21,52.0,Female,Seoul,Premium,One-year,Bank transfer,No,62.0,67.0,0.0,2.0,1.4,98.0,No
CUS-10450,2025-05-21,42.0,Male,Busan,Premium,Monthly,Mobile pay,Yes,67.0,62.5,3.0,0.0,5.9,372.0,No
CUS-10451,2021-08-26,40.0,Male,Busan,Standard,Two-year,Card,Yes,7.0,58.6,0.0,0.0,10.2,619.0,No
CUS-10452,2025-10-21,33.0,Female,Gwangju,Premium,One-year,Mobile pay,No,21.0,107.1,0.0,1.0,1.6,113.0,No
CUS-10453,2021-09-15,47.0,Male,Daejeon,Basic,One-year,Card,No,19.0,64.5,1.0,1.0,10.9,742.0,No
CUS-10454,2024-07-21,34.0,,Daegu,Standard,Two-year,Bank transfer,Yes,65.0,55.2,1.0,5.0,3.9,192.0,No
CUS-10455,2021-02-27,45.0,,Daejeon,Standard,Monthly,Card,No,60.0,62.4,2.0,0.0,4.0,272.0,No
CUS-10456,2025-01-21,25.0,Male,Busan,Basic,Monthly,Card,No,9.0,85.7,2.0,0.0,2.4,184.0,Yes
CUS-10457,2022-12-23,64.0,Female,Seoul,Standard,Monthly,Card,No,50.0,61.5,1.0,0.0,6.5,479.0,No
CUS-10458,2021-11-11,43.0,Male,Seoul,Premium,Monthly,Mobile pay,No,42.0,60.3,0.0,0.0,6.7,473.0,No
CUS-10459,2023-11-21,31.0,Male,Daegu,Premium,Monthly,Card,No,4.0,50.2,4.0,0.0,11.9,754.0,No
CUS-10460,2023-11-28,41.0,Male,Seoul,Premium,One-year,Card,Yes,13.0,76.1,1.0,0.0,4.8,316.0,No
CUS-10461,2021-04-18,29.0,Female,Seoul,Basic,Monthly,Virtual account,Yes,54.0,62.9,1.0,2.0,7.3,523.0,Yes
CUS-10462,2021-06-22,37.0,Male,Seoul,Basic,Two-year,Virtual account,Yes,62.0,75.0,2.0,1.0,3.6,305.0,No
CUS-10463,2024-01-31,55.0,Female,Seoul,Standard,Two-year,Card,Yes,39.0,47.5,2.0,2.0,5.3,365.0,No
CUS-10464,2022-12-18,37.0,Male,Gwangju,Standard,Two-year,Mobile pay,No,47.0,30.5,2.0,4.0,3.8,321.0,No
CUS-10465,2022-11-22,50.0,Male,Seoul,Premium,Monthly,Virtual account,No,50.0,63.9,2.0,1.0,2.8,219.0,No
CUS-10466,2024-01-21,36.0,Male,Busan,Standard,One-year,Card,No,70.0,69.0,1.0,0.0,2.3,171.0,No
CUS-10467,2022-05-03,49.0,Male,Seoul,Standard,One-year,Card,Yes,36.0,12.0,4.0,2.0,3.7,268.0,No
CUS-10468,2025-02-07,57.0,Female,Seoul,Standard,Monthly,Card,No,33.0,60.3,0.0,2.0,6.3,537.0,No
CUS-10469,2023-06-20,72.0,Male,Daegu,Basic,Two-year,Card,Yes,43.0,89.1,2.0,1.0,3.3,231.0,No
CUS-10470,,42.0,Female,Busan,Basic,One-year,Mobile pay,No,49.0,65.4,1.0,2.0,6.7,706.0,Yes
CUS-10471,2022-05-10,26.0,Male,Busan,Basic,Monthly,Bank transfer,No,63.0,52.2,0.0,2.0,6.5,438.0,No
CUS-10472,2021-12-24,65.0,Male,Gwangju,Basic,Two-year,Card,Yes,28.0,43.8,1.0,0.0,8.0,672.0,No
CUS-10473,2021-10-08,30.0,Female,Seoul,Standard,Monthly,Bank transfer,Yes,44.0,44.1,1.0,1.0,7.9,503.0,No
CUS-10474,2023-02-23,39.0,Female,Seoul,Premium,Two-year,Card,No,42.0,83.7,1.0,0.0,1.9,155.0,No
CUS-10475,2022-10-02,59.0,Female,Seoul,Standard,One-year,Bank transfer,Yes,40.0,12.0,3.0,0.0,6.6,473.0,No
CUS-10476,2025-11-12,50.0,Female,Seoul,Standard,One-year,Mobile pay,No,26.0,49.8,2.0,0.0,3.0,214.0,No
CUS-10477,2024-02-11,41.0,Female,Seoul,Premium,One-year,Card,No,60.0,48.0,0.0,0.0,3.4,258.0,No
CUS-10478,2022-06-26,39.0,Female,Daejeon,Standard,Two-year,Card,No,3.0,66.5,0.0,1.0,8.3,530.0,No
CUS-10479,2025-10-30,,Female,Busan,Standard,One-year,Mobile pay,Yes,28.0,62.6,1.0,0.0,2.2,145.0,No
CUS-10480,2025-02-23,43.0,Male,Busan,Premium,One-year,Card,No,18.0,22.5,2.0,2.0,3.3,230.0,No
CUS-10481,2025-11-07,34.0,Male,Busan,Premium,Monthly,Card,No,18.0,81.0,1.0,2.0,2.7,190.0,No
CUS-10482,2025-02-28,48.0,Female,Busan,Standard,Monthly,Card,No,53.0,49.9,4.0,1.0,1.7,127.0,No
CUS-10483,2021-10-12,36.0,Male,Gwangju,Basic,Monthly,Card,No,64.0,69.0,3.0,3.0,4.8,334.0,No
CUS-10484,2022-05-15,28.0,Male,Seoul,Standard,One-year,Card,No,69.0,55.7,3.0,2.0,9.9,715.0,No
CUS-10485,2025-06-05,25.0,Female,Seoul,Premium,Monthly,Card,Yes,66.0,33.5,3.0,0.0,4.7,428.0,No
CUS-10486,2024-11-17,48.0,Male,Seoul,Standard,Two-year,Bank transfer,No,41.0,53.4,2.0,2.0,5.3,415.0,No
CUS-10487,2024-02-13,46.0,Male,Busan,Basic,Two-year,Bank transfer,Yes,18.0,70.2,2.0,0.0,2.7,156.0,No
CUS-10488,2024-04-11,32.0,Female,Seoul,Standard,Monthly,Bank transfer,No,27.0,60.4,3.0,1.0,2.3,182.0,No
CUS-10489,2021-07-24,54.0,Female,Seoul,Standard,Monthly,Card,No,65.0,52.7,3.0,0.0,1.4,114.0,No
CUS-10490,2021-03-21,18.0,Female,Daegu,Standard,One-year,Virtual account,Yes,50.0,39.9,1.0,2.0,1.8,136.0,No
CUS-10491,2021-08-03,20.0,Male,Gwangju,Basic,One-year,Card,No,28.0,41.7,1.0,1.0,5.0,376.0,No
CUS-10492,2025-03-19,52.0,Female,Seoul,Premium,Monthly,Virtual account,Yes,42.0,81.3,2.0,0.0,4.0,298.0,No
CUS-10493,2023-11-18,39.0,Female,Busan,Standard,Monthly,Mobile pay,Yes,16.0,67.6,1.0,1.0,4.7,281.0,No
CUS-10494,2021-03-05,36.0,Male,Seoul,Premium,One-year,Card,No,53.0,40.8,1.0,1.0,4.2,319.0,No
CUS-10495,2025-03-12,40.0,Male,Gwangju,Standard,Two-year,Mobile pay,Yes,43.0,76.5,1.0,1.0,5.5,416.0,No
CUS-10496,2022-02-17,39.0,Male,Daegu,Standard,Monthly,Card,Yes,14.0,50.9,3.0,1.0,8.9,644.0,No
CUS-10497,2024-09-13,32.0,Female,Busan,Premium,Monthly,Mobile pay,Yes,54.0,61.8,1.0,1.0,2.9,247.0,No
CUS-10498,2025-11-17,53.0,Female,Seoul,Standard,Monthly,Card,Yes,39.0,56.0,1.0,1.0,3.2,246.0,No
CUS-10499,2021-08-14,49.0,Male,Daegu,Standard,Monthly,Card,No,61.0,49.6,2.0,0.0,10.0,728.0,No
CUS-10500,2024-02-06,39.0,Female,Busan,Premium,Monthly,Card,Yes,50.0,41.4,2.0,1.0,4.0,330.0,No
CUS-10501,2024-05-07,32.0,Female,Daejeon,Standard,Two-year,Bank transfer,Yes,41.0,45.2,1.0,0.0,2.0,133.0,No
CUS-10502,2022-10-11,32.0,Female,Daegu,Standard,One-year,Card,Yes,52.0,68.9,2.0,1.0,5.3,434.0,No
CUS-10503,2023-12-22,57.0,Female,Daegu,Basic,Monthly,Bank transfer,Yes,51.0,58.6,1.0,1.0,3.1,247.0,No
CUS-10504,2024-07-03,36.0,Female,Seoul,Basic,One-year,Mobile pay,No,35.0,68.4,0.0,0.0,2.8,189.0,No
CUS-10505,2022-01-13,29.0,Female,Daejeon,Standard,Monthly,Card,No,69.0,58.2,2.0,1.0,6.0,453.0,No
CUS-10506,2025-11-09,47.0,Male,Seoul,Basic,Monthly,Card,Yes,14.0,51.4,1.0,2.0,4.1,299.0,No
CUS-10507,2022-08-12,35.0,Male,Daegu,Basic,Monthly,Card,Yes,23.0,87.9,3.0,1.0,5.3,402.0,No
CUS-10508,2023-01-20,39.0,Female,Seoul,Standard,Monthly,Bank transfer,Yes,52.0,68.8,3.0,2.0,2.4,1450.0,No
CUS-10509,2022-08-02,51.0,Female,Seoul,Premium,Monthly,Virtual account,No,57.0,66.2,6.0,1.0,15.0,880.0,No
CUS-10510,2025-01-04,33.0,Male,Daegu,Premium,Monthly,Card,Yes,39.0,83.5,1.0,1.0,5.0,367.0,No
CUS-10511,2024-11-08,18.0,Male,Daejeon,Premium,Monthly,Bank transfer,No,5.0,47.7,0.0,0.0,4.9,342.0,No
CUS-10512,2023-03-24,21.0,Male,Seoul,Basic,One-year,Mobile pay,No,38.0,47.6,1.0,1.0,5.4,364.0,No
CUS-10513,2025-06-29,24.0,Female,Daegu,Standard,Monthly,Bank transfer,Yes,33.0,51.8,1.0,1.0,8.0,517.0,No
CUS-10514,2025-07-06,36.0,Female,Daegu,Standard,Monthly,Mobile pay,Yes,9.0,62.7,5.0,2.0,6.5,583.0,Yes
CUS-10515,2025-07-23,46.0,Female,Busan,Basic,One-year,Mobile pay,Yes,29.0,49.3,1.0,0.0,4.1,361.0,No
CUS-10516,2025-03-27,28.0,Female,Busan,Premium,One-year,Card,Yes,25.0,89.6,1.0,2.0,3.1,245.0,No
CUS-10517,2023-01-18,53.0,Female,Daegu,Standard,Monthly,Bank transfer,Yes,18.0,,1.0,0.0,5.8,413.0,No
CUS-10518,2024-11-29,50.0,Male,Seoul,Standard,One-year,Card,Yes,3.0,110.0,0.0,0.0,5.8,441.0,No
CUS-10519,2024-12-15,51.0,Female,Busan,Standard,One-year,Card,Yes,39.0,12.0,3.0,0.0,2.1,167.0,No
CUS-10520,2025-07-21,46.0,Female,Busan,Standard,Monthly,Virtual account,No,48.0,79.3,0.0,0.0,5.0,359.0,No
CUS-10521,2022-10-23,37.0,Female,Daejeon,Standard,Two-year,Mobile pay,No,48.0,36.5,3.0,1.0,9.1,737.0,No
CUS-10522,2023-08-05,41.0,Female,Daegu,Standard,Monthly,Card,No,22.0,26.0,3.0,0.0,4.4,370.0,No
CUS-10523,2025-01-30,39.0,Male,Gwangju,Standard,Monthly,Mobile pay,Yes,30.0,30.4,5.0,0.0,1.6,118.0,No
CUS-10524,2024-01-15,56.0,Male,Daegu,Standard,Monthly,Bank transfer,No,70.0,55.8,3.0,1.0,3.7,309.0,No
CUS-10525,2021-10-06,23.0,Female,Seoul,Standard,Monthly,Card,Yes,50.0,47.3,3.0,1.0,2.7,210.0,No
CUS-10526,2022-07-04,49.0,Female,Daegu,Premium,One-year,Card,Yes,19.0,77.9,2.0,2.0,2.6,187.0,No
CUS-10527,2021-03-28,35.0,Female,Gwangju,Standard,Monthly,Bank transfer,No,32.0,17.5,2.0,0.0,4.1,281.0,No
CUS-10528,2022-09-26,28.0,Female,Daejeon,Basic,Monthly,Card,Yes,39.0,61.1,2.0,0.0,6.3,383.0,No
CUS-10529,2024-02-13,54.0,Female,Seoul,,Monthly,Mobile pay,Yes,25.0,42.4,4.0,2.0,8.0,517.0,No
CUS-10530,2025-10-15,50.0,Male,Daegu,Basic,Monthly,Card,Yes,31.0,68.0,3.0,0.0,16.2,880.0,No
CUS-10531,2023-12-04,25.0,Female,Busan,Basic,Two-year,Bank transfer,Yes,5.0,65.2,1.0,2.0,0.8,59.0,No
CUS-10532,2024-03-07,42.0,Male,Daegu,Standard,Monthly,Card,No,24.0,66.0,2.0,0.0,1.9,119.0,No
CUS-10533,2021-11-07,62.0,Male,Gwangju,Basic,Two-year,Virtual account,No,38.0,62.2,1.0,1.0,2.4,145.0,No
CUS-10534,2023-06-08,42.0,Female,Seoul,Standard,One-year,Card,Yes,58.0,85.7,2.0,1.0,7.7,507.0,No
CUS-10535,2025-09-30,54.0,Male,Daejeon,Premium,One-year,Mobile pay,Yes,17.0,69.6,0.0,0.0,1.2,90.0,Yes
CUS-10536,2024-06-10,41.0,Female,Busan,Basic,One-year,Card,Yes,26.0,46.0,1.0,0.0,13.2,880.0,No
CUS-10537,2024-11-15,33.0,Female,Seoul,Basic,Monthly,Mobile pay,No,9.0,14.1,4.0,1.0,3.1,236.0,No
CUS-10538,2025-01-21,44.0,Female,Seoul,Basic,One-year,Mobile pay,No,26.0,62.9,0.0,2.0,3.7,280.0,No
CUS-10539,2025-06-10,41.0,Female,Daegu,Standard,One-year,Bank transfer,Yes,50.0,67.9,2.0,1.0,7.6,440.0,No
CUS-10540,2021-10-11,47.0,Female,Daejeon,Basic,Monthly,Card,No,34.0,52.1,2.0,0.0,2.1,154.0,No
CUS-10541,2024-08-12,43.0,Male,Busan,Standard,One-year,Bank transfer,Yes,25.0,41.8,0.0,1.0,5.2,354.0,No
CUS-10542,2021-11-27,48.0,Female,Gwangju,Premium,One-year,Bank transfer,Yes,48.0,43.4,5.0,1.0,5.5,426.0,No
CUS-10543,2021-07-22,36.0,Male,Daegu,Basic,Monthly,Mobile pay,Yes,9.0,55.7,1.0,3.0,2.4,187.0,No
CUS-10544,2025-12-08,27.0,Female,Daejeon,Standard,Monthly,Card,Yes,21.0,93.4,1.0,1.0,2.0,145.0,No
CUS-10545,2023-11-28,38.0,Female,Gwangju,Premium,Monthly,Mobile pay,Yes,4.0,78.6,6.0,0.0,1.5,128.0,Yes
CUS-10546,2024-02-20,48.0,Female,Daejeon,Standard,Monthly,Mobile pay,Yes,28.0,27.4,1.0,2.0,3.8,313.0,No
CUS-10547,2025-10-20,55.0,Female,Daejeon,Premium,Two-year,Card,Yes,15.0,54.2,4.0,1.0,2.9,195.0,Yes
CUS-10548,2021-05-06,44.0,Female,Daejeon,Standard,One-year,Card,Yes,43.0,52.7,4.0,0.0,6.3,567.0,No
CUS-10549,2023-09-23,28.0,Female,Daegu,Standard,Two-year,Card,Yes,45.0,43.4,1.0,0.0,1.1,87.0,No
CUS-10550,2023-08-25,48.0,Male,Busan,Basic,Monthly,Bank transfer,Yes,23.0,40.6,2.0,3.0,4.1,296.0,No
CUS-10551,2023-01-12,55.0,Female,Daejeon,Basic,Monthly,Card,Yes,65.0,77.5,2.0,1.0,2.3,150.0,No
CUS-10552,2025-01-21,56.0,Female,Busan,Standard,One-year,Card,No,57.0,39.7,0.0,1.0,5.9,387.0,No
CUS-10553,2022-07-06,38.0,Male,Daegu,Premium,Monthly,Bank transfer,No,16.0,57.0,4.0,1.0,4.4,308.0,Yes
CUS-10554,2023-09-14,64.0,Female,Gwangju,Standard,One-year,Card,No,38.0,45.8,1.0,1.0,5.0,367.0,No
CUS-10555,2025-10-18,44.0,Male,Busan,Standard,Monthly,Bank transfer,No,15.0,36.0,2.0,0.0,3.5,196.0,No
CUS-10556,2024-08-18,31.0,Male,Busan,Basic,Monthly,Mobile pay,No,72.0,80.2,1.0,1.0,0.4,30.0,No
CUS-10557,2023-11-06,46.0,Female,Seoul,Standard,Monthly,Card,No,25.0,90.6,0.0,0.0,6.3,551.0,No
CUS-10558,2022-04-03,41.0,Male,Gwangju,Basic,Two-year,Bank transfer,Yes,70.0,68.7,4.0,0.0,5.7,399.0,No
CUS-10559,2024-12-17,20.0,Male,Daejeon,Basic,Monthly,Bank transfer,Yes,47.0,40.1,2.0,2.0,2.9,196.0,No
CUS-10560,2023-06-26,18.0,Female,Busan,Premium,Two-year,Mobile pay,No,52.0,37.4,1.0,2.0,17.8,880.0,No
CUS-10561,2023-03-09,44.0,Female,Daegu,Basic,One-year,Bank transfer,Yes,26.0,45.0,4.0,1.0,1.4,90.0,No
CUS-10562,2022-12-19,66.0,Female,Daegu,Standard,Monthly,Card,No,54.0,37.0,1.0,0.0,3.8,258.0,No
CUS-10563,2023-10-05,58.0,Male,Seoul,Standard,Monthly,Bank transfer,No,12.0,54.7,0.0,2.0,10.7,775.0,Yes
CUS-10564,2022-10-11,70.0,Female,Gwangju,Premium,Monthly,Card,Yes,19.0,46.3,2.0,0.0,1.0,71.0,No
CUS-10565,2022-09-06,33.0,Male,Seoul,Standard,Monthly,Card,Yes,63.0,69.0,6.0,0.0,2.2,172.0,No
CUS-10566,2022-09-16,29.0,,Seoul,Basic,Monthly,Card,Yes,28.0,49.6,2.0,0.0,1.7,136.0,No
CUS-10567,2024-05-04,40.0,Male,Gwangju,Premium,Monthly,Card,No,2.0,46.3,3.0,1.0,12.8,880.0,No
CUS-10568,2023-11-16,,Female,Daegu,Premium,Monthly,Bank transfer,Yes,24.0,79.5,2.0,1.0,4.5,299.0,No
CUS-10569,2021-12-30,50.0,Female,Daegu,Standard,One-year,Mobile pay,No,20.0,71.5,2.0,2.0,4.7,371.0,No
CUS-10570,2023-12-04,55.0,Female,Daegu,Standard,One-year,Bank transfer,Yes,29.0,45.9,3.0,0.0,2.1,158.0,No
CUS-10571,2022-01-24,32.0,Female,Busan,Basic,Monthly,Virtual account,Yes,68.0,80.7,0.0,4.0,3.7,293.0,No
CUS-10572,2025-02-16,23.0,Male,Seoul,Standard,One-year,Card,Yes,12.0,35.4,1.0,0.0,10.9,763.0,No
CUS-10573,2025-10-09,53.0,Male,Daegu,Standard,One-year,Mobile pay,Yes,66.0,64.0,1.0,0.0,4.4,343.0,No
CUS-10574,2023-06-20,49.0,Male,Seoul,Standard,One-year,Bank transfer,No,17.0,58.5,3.0,0.0,3.4,246.0,No
CUS-10575,2025-07-15,33.0,Male,Seoul,Standard,One-year,Virtual account,Yes,18.0,54.5,2.0,0.0,5.7,439.0,No
CUS-10576,2025-04-20,50.0,Male,Daejeon,Standard,One-year,Bank transfer,Yes,30.0,73.9,3.0,1.0,4.1,309.0,No
CUS-10577,2022-03-28,48.0,Female,Daejeon,Premium,Monthly,Virtual account,Yes,20.0,39.5,6.0,0.0,6.0,508.0,No
CUS-10578,2023-03-30,30.0,Female,Gwangju,Premium,Monthly,Card,No,65.0,70.0,2.0,1.0,10.2,846.0,No
CUS-10579,,36.0,Female,Daejeon,,Two-year,Virtual account,No,66.0,66.3,0.0,1.0,2.2,171.0,No
CUS-10580,2025-09-10,41.0,Female,Busan,Basic,Monthly,Card,Yes,32.0,15.5,2.0,2.0,0.9,57.0,No
CUS-10581,2021-06-06,51.0,Female,Seoul,Standard,Monthly,Card,Yes,31.0,66.5,1.0,1.0,2.8,215.0,No
CUS-10582,2025-01-09,40.0,Male,Daejeon,Standard,Monthly,Card,No,28.0,80.1,3.0,0.0,1.4,111.0,No
CUS-10583,2024-04-17,48.0,Male,Daejeon,Standard,Monthly,Bank transfer,No,24.0,81.6,0.0,2.0,3.1,239.0,No
CUS-10584,2021-09-21,23.0,Male,Busan,Standard,Monthly,Virtual account,Yes,47.0,59.4,4.0,1.0,3.5,213.0,No
CUS-10585,2023-07-18,36.0,Male,Gwangju,Premium,Monthly,Card,Yes,63.0,65.2,1.0,1.0,5.0,366.0,No
CUS-10586,2025-04-21,21.0,Female,Seoul,Premium,Two-year,Card,No,58.0,62.3,1.0,2.0,2.5,205.0,No
CUS-10587,2022-01-05,67.0,Female,Seoul,Standard,One-year,Mobile pay,Yes,17.0,18.6,0.0,1.0,4.0,262.0,No
CUS-10588,2021-03-05,26.0,Female,Seoul,Basic,Monthly,Card,No,26.0,56.4,4.0,0.0,4.5,357.0,Yes
CUS-10589,2021-04-28,57.0,Male,Daegu,Standard,Monthly,Mobile pay,Yes,56.0,72.0,1.0,0.0,4.6,268.0,No
CUS-10590,2023-08-09,36.0,Male,Seoul,Basic,Monthly,,Yes,10.0,47.2,1.0,1.0,7.1,563.0,No
CUS-10591,2022-11-06,51.0,Male,Busan,Basic,One-year,Mobile pay,Yes,13.0,60.1,1.0,0.0,1.5,122.0,No
CUS-10592,2021-07-16,30.0,Male,Daegu,Basic,Two-year,Bank transfer,Yes,5.0,67.7,0.0,0.0,9.7,755.0,No
CUS-10593,2022-08-31,48.0,Male,Seoul,Standard,Monthly,Card,Yes,23.0,37.0,3.0,1.0,3.8,315.0,No
CUS-10594,2024-04-09,43.0,Male,Busan,Basic,Two-year,Virtual account,Yes,48.0,65.9,2.0,1.0,5.9,364.0,No
CUS-10595,2025-01-18,38.0,Male,Busan,Standard,Monthly,Card,Yes,56.0,86.7,3.0,0.0,10.7,785.0,No
CUS-10596,2022-02-20,51.0,Female,Daegu,Basic,Monthly,Mobile pay,No,32.0,85.7,0.0,0.0,6.8,568.0,No
CUS-10597,2024-07-29,46.0,Female,Seoul,Basic,Monthly,Card,No,58.0,101.8,1.0,0.0,4.4,329.0,Yes
CUS-10598,2025-07-27,,Female,Gwangju,Basic,Monthly,Card,Yes,13.0,71.7,2.0,0.0,4.8,337.0,No
CUS-10599,2023-04-24,39.0,Female,Daejeon,Basic,Monthly,Mobile pay,No,51.0,76.3,1.0,0.0,2.3,145.0,No
CUS-10600,2024-06-03,54.0,Female,Seoul,Basic,One-year,Bank transfer,No,44.0,,2.0,0.0,3.7,290.0,No
CUS-10601,2023-12-19,39.0,Male,Daegu,Basic,Monthly,Card,Yes,5.0,27.4,1.0,0.0,8.9,722.0,Yes
CUS-10602,2023-08-02,46.0,Male,Daegu,Standard,One-year,Mobile pay,Yes,20.0,63.3,3.0,0.0,6.4,445.0,No
