customer_id,signup_date,age,monthly_visits,avg_session_min,cart_adds,purchase_count,return_rate,discount_usage,days_since_last_visit,device_type,membership,region,preferred_category,contact_channel,customer_segment
CUST-002840,2023-04-16,31.0,9,24.56,12,1,0.159,0.195,10.8,desktop,Basic,Gyeonggi,sports,sms,Bargain
CUST-002841,2023-10-22,44.0,7,3.98,5,4,0.304,0.263,16.0,mobile,Silver,Seoul,fashion,sms,Explorer
CUST-002842,2023-04-09,18.0,6,15.75,6,3,0.204,0.601,8.5,mobile,Basic,Seoul,beauty,push|sms,Explorer
CUST-002843,2025-03-22,34.0,8,13.92,6,4,0.171,0.484,19.1,mobile,Silver,Busan,fashion,push,Explorer
CUST-002844,2025-03-17,33.0,4,8.03,6,2,0.51,0.663,26.3,mobile,Basic,Seoul,home,push,At_Risk
CUST-002845,2024-03-04,56.0,4,11.34,6,7,0.335,0.373,4.8,mobile,Basic,Gyeonggi,home,sms,Loyal
CUST-002846,2024-10-04,20.0,11,26.11,2,5,0.208,0.742,17.5,mobile,Basic,Daejeon,sports,email|push|sms,Bargain
CUST-002847,2024-12-23,37.0,11,22.73,6,4,0.116,0.455,1.6,mobile,Basic,Gyeonggi,fashion,push,Bargain
CUST-002848,2024-10-31,45.0,9,13.93,5,3,0.064,0.43,11.2,desktop,Basic,Gyeonggi,fashion,push|sms,Bargain
CUST-002849,2022-02-21,23.0,10,7.52,6,1,0.202,0.257,5.0,desktop,Basic,Seoul,electronics,push,Bargain
CUST-002850,2022-09-23,43.0,12,7.91,6,7,0.106,0.442,9.8,tablet,Basic,Seoul,home,push,Loyal
CUST-002851,2025-05-06,55.0,6,29.91,10,7,0.132,0.471,15.9,desktop,Basic,Daegu,home,push,Explorer
CUST-002852,2022-09-12,37.0,11,33.13,9,4,0.165,0.582,5.3,mobile,Silver,Seoul,sports,email|push,Bargain
CUST-002853,2025-07-14,25.0,13,10.44,7,4,0.407,0.75,8.5,desktop,Basic,Busan,fashion,email|push|sms,Bargain
CUST-002854,2026-07-06,48.0,3,15.87,7,3,0.089,0.189,8.6,desktop,Basic,Busan,fashion,sms,Explorer
CUST-002855,2022-03-01,21.0,5,39.29,8,4,0.085,0.481,4.8,mobile,Basic,Daegu,home,push,Explorer
CUST-002856,2024-10-27,46.0,10,31.07,9,0,0.26,0.53,20.2,mobile,Basic,Seoul,fashion,sms,Bargain
CUST-002857,2025-06-20,44.0,7,27.3,8,4,0.047,0.371,5.1,mobile,Basic,Busan,beauty,email,Explorer
CUST-002858,2025-07-08,47.0,7,9.75,7,4,0.077,0.442,14.1,mobile,Basic,Daegu,fashion,email,Bargain
CUST-002859,2023-01-03,34.0,10,13.94,10,2,0.209,0.311,23.4,desktop,Silver,Seoul,electronics,sms,Bargain
CUST-002860,2025-07-27,51.0,5,20.34,9,8,0.034,0.445,11.4,mobile,Basic,Gyeonggi,fashion,email|push|sms,Loyal
CUST-002861,2025-01-10,43.0,8,39.8,7,3,0.3,0.714,9.5,mobile,Basic,Daegu,beauty,push,Explorer
CUST-002862,2026-06-06,53.0,6,13.49,6,6,0.261,0.591,48.3,mobile,Basic,Gyeonggi,electronics,email,Bargain
CUST-002863,2024-05-31,43.0,9,43.74,9,1,0.129,0.353,21.5,desktop,Silver,Seoul,fashion,push|sms,Bargain
CUST-002864,2022-07-13,23.0,10,38.49,4,3,0.259,0.713,6.7,mobile,Basic,Gyeonggi,fashion,push,Bargain
CUST-002865,2024-04-21,44.0,8,12.19,7,6,0.133,0.274,16.7,tablet,Silver,Busan,home,email,Loyal
CUST-002866,2023-08-07,34.0,6,199.81,7,3,0.104,0.351,10.5,mobile,Basic,Seoul,home,email,Explorer
CUST-002867,2024-07-16,42.0,8,42.81,6,6,0.18,0.672,10.1,mobile,Silver,Busan,electronics,push|sms,Loyal
CUST-002868,2025-11-28,41.0,9,12.69,6,4,0.141,0.266,18.9,mobile,Silver,Daegu,electronics,email|push|sms,Explorer
CUST-002869,2023-10-28,32.0,5,22.69,5,4,0.215,0.529,11.4,desktop,Silver,Seoul,home,push,Bargain
CUST-002870,2024-09-15,35.0,12,13.12,9,3,0.211,0.529,11.8,desktop,Silver,Seoul,beauty,email,Explorer
CUST-002871,2024-01-18,37.0,11,2.93,7,3,0.373,0.594,12.2,mobile,Gold,Busan,sports,email,Bargain
CUST-002872,2022-03-31,50.0,13,16.4,9,4,0.262,0.841,27.2,mobile,Gold,Busan,sports,push,Bargain
CUST-002873,2024-01-25,51.0,10,13.42,7,5,0.256,0.574,11.1,mobile,Basic,Daejeon,fashion,email,Bargain
CUST-002874,2025-02-07,39.0,9,15.31,12,2,0.174,0.92,32.3,desktop,Silver,Seoul,beauty,email,Bargain
CUST-002875,2022-06-23,41.0,7,23.5,11,5,0.151,0.678,1.2,desktop,Silver,Busan,electronics,email|push|sms,Bargain
CUST-002876,2023-05-09,42.0,10,9.72,6,5,0.147,0.63,6.0,desktop,Silver,Gyeonggi,electronics,sms,Bargain
CUST-002877,2024-10-31,34.0,8,13.86,3,1,0.231,0.285,43.1,desktop,Gold,Seoul,fashion,email,Explorer
CUST-002878,2023-01-24,28.0,7,12.66,5,4,0.175,0.265,2.4,mobile,Basic,Daejeon,electronics,sms,Bargain
CUST-002879,2023-08-02,49.0,7,48.71,3,5,0.183,0.497,16.0,mobile,Gold,Seoul,fashion,email|push|sms,Explorer
CUST-002880,2024-06-28,40.0,12,37.04,8,5,0.128,0.542,13.6,mobile,Basic,Daegu,electronics,sms,Explorer
CUST-002881,2026-04-04,51.0,4,13.84,5,3,0.136,0.378,50.3,mobile,Silver,Seoul,beauty,email,At_Risk
CUST-002882,2024-03-29,36.0,7,8.59,5,8,0.204,0.472,5.0,mobile,Silver,Seoul,electronics,email|push,Loyal
CUST-002883,2024-01-17,24.0,11,14.9,10,4,0.071,0.658,5.5,mobile,Basic,Busan,beauty,sms,Bargain
CUST-002884,2025-07-01,41.0,9,6.7,4,2,0.342,0.333,5.4,mobile,Basic,Gyeonggi,sports,email,Bargain
CUST-002885,2025-02-21,31.0,7,13.1,3,4,0.08,0.401,2.1,desktop,Basic,Busan,beauty,email,Loyal
CUST-002886,2023-12-04,45.0,11,2.0,6,5,0.121,0.295,39.1,mobile,Silver,Daejeon,beauty,email,Bargain
CUST-002887,2022-12-28,42.0,7,13.13,6,3,0.243,0.283,23.8,desktop,Silver,Gyeonggi,fashion,push,Loyal
CUST-002888,2023-01-27,58.0,7,22.16,7,6,0.279,0.479,10.0,desktop,Basic,Busan,beauty,email|push,Explorer
CUST-002889,2025-07-08,31.0,1,37.3,2,7,0.03,0.587,1.5,tablet,Basic,Busan,home,email|sms,Loyal
CUST-002890,2023-07-19,63.0,8,11.59,5,9,0.061,0.646,12.9,mobile,Basic,Busan,home,sms,Loyal
CUST-002891,2024-01-24,33.0,7,19.8,4,6,0.126,0.246,9.4,mobile,Silver,Seoul,beauty,push,Loyal
CUST-002892,2022-12-25,50.0,10,16.18,8,6,0.341,0.3,14.1,mobile,Gold,Gyeonggi,fashion,push,Loyal
CUST-002893,2022-01-13,49.0,13,22.5,8,2,0.202,0.601,11.0,mobile,Basic,Gyeonggi,sports,email,Bargain
CUST-002894,2024-09-17,35.0,11,14.13,6,2,0.156,0.397,2.5,desktop,Basic,Daegu,beauty,push,Bargain
CUST-002895,2025-01-02,37.0,12,10.02,5,3,0.122,0.336,9.8,desktop,Silver,Daegu,fashion,email|push,Bargain
CUST-002896,2024-02-15,18.0,9,10.12,9,3,0.07,0.322,9.6,tablet,Basic,Seoul,sports,email|push|sms,Bargain
CUST-002897,2024-08-20,42.0,9,8.5,2,1,0.247,0.36,10.9,mobile,Silver,Daejeon,home,push,Bargain
CUST-002898,2022-03-13,41.0,10,28.91,10,0,0.05,0.71,8.8,mobile,Silver,Daegu,fashion,push,Bargain
CUST-002899,2023-03-19,37.0,9,25.56,5,5,0.102,0.447,3.8,desktop,Gold,Gyeonggi,electronics,push,Loyal
CUST-002900,2024-02-09,46.0,5,31.54,6,2,0.343,0.279,42.5,mobile,Silver,Daegu,sports,email,Explorer
CUST-002901,2022-07-06,49.0,7,13.7,5,2,0.207,0.298,24.9,mobile,Basic,Gyeonggi,electronics,email|push,Bargain
CUST-002902,2022-01-13,44.0,7,7.37,6,6,0.27,0.343,3.6,mobile,Silver,Daegu,fashion,email,Bargain
CUST-002903,2023-07-28,32.0,11,6.43,8,6,0.122,0.756,16.5,mobile,Basic,Busan,electronics,sms,Bargain
CUST-002904,2024-11-14,40.0,7,13.28,7,3,0.387,0.74,23.3,mobile,Gold,Busan,beauty,push,Bargain
CUST-002905,2025-09-22,37.0,7,10.97,13,2,0.105,0.474,7.9,mobile,Basic,Daejeon,home,email|sms,Bargain
CUST-002906,2024-11-30,29.0,10,31.19,7,5,0.075,0.726,2.3,desktop,Basic,Seoul,sports,sms,Bargain
CUST-002907,2024-09-02,24.0,8,12.68,8,4,0.183,0.693,7.1,mobile,Silver,Seoul,fashion,email,Bargain
CUST-002908,2024-09-24,34.0,6,33.99,4,3,0.163,0.531,4.6,mobile,Silver,Daegu,home,push,Explorer
CUST-002909,2023-12-01,40.0,9,5.94,7,4,0.586,0.615,3.8,mobile,Silver,Gyeonggi,beauty,email|push|sms,Bargain
CUST-002910,2025-08-16,52.0,5,13.48,10,4,0.037,0.273,15.6,mobile,Silver,Gyeonggi,beauty,push,Loyal
CUST-002911,2024-05-23,29.0,11,44.37,6,5,0.27,0.417,13.4,mobile,Basic,Gyeonggi,beauty,sms,Explorer
CUST-002912,2026-05-09,36.0,9,18.49,3,3,0.214,0.377,7.7,desktop,Silver,Busan,fashion,email|sms,Explorer
CUST-002913,2022-10-27,30.0,5,6.77,6,7,0.395,0.78,12.3,mobile,Basic,Gyeonggi,beauty,sms,Loyal
CUST-002914,2022-06-24,29.0,16,35.43,5,2,0.472,0.635,20.8,tablet,Gold,Seoul,fashion,push,Explorer
CUST-002915,2024-10-10,38.0,14,20.47,9,4,0.135,0.277,15.8,desktop,Basic,Seoul,sports,email,Bargain
CUST-002916,2023-10-05,28.0,8,25.8,7,4,0.068,0.02,12.9,mobile,Silver,Daegu,fashion,email|push|sms,Explorer
CUST-002917,2023-08-29,51.0,11,11.0,5,5,0.203,0.435,9.1,mobile,Silver,Daejeon,beauty,email|push|sms,Bargain
CUST-002918,2022-06-15,59.0,7,9.98,9,5,0.089,0.421,8.0,mobile,Basic,Seoul,beauty,email|sms,Loyal
CUST-002919,2024-12-21,26.0,17,23.97,5,7,0.333,0.224,8.2,mobile,Gold,Busan,fashion,push,Loyal
CUST-002920,2025-07-09,30.0,9,16.69,8,1,0.074,0.075,15.7,desktop,Basic,Daejeon,electronics,sms,Bargain
CUST-002921,2024-03-30,27.0,8,6.2,5,2,0.231,0.535,14.9,mobile,Basic,Busan,fashion,email,Bargain
CUST-002922,2022-04-30,23.0,13,27.63,4,6,0.522,0.601,4.1,mobile,Silver,Gyeonggi,fashion,email,Explorer
CUST-002923,2022-02-23,60.0,6,17.1,4,6,0.161,0.544,17.3,desktop,Basic,Daegu,home,email|push,Loyal
CUST-002924,2025-01-19,31.0,8,24.66,10,6,0.256,0.171,18.0,mobile,Silver,Daejeon,fashion,email,Bargain
CUST-002925,2024-03-20,30.0,5,28.69,4,4,0.179,0.392,27.4,mobile,Basic,Daejeon,fashion,email,Bargain
CUST-002926,2023-07-19,22.0,8,11.53,7,1,0.228,0.231,5.7,mobile,Gold,Gyeonggi,home,push,Bargain
CUST-002927,2022-08-29,48.0,9,12.14,4,5,0.236,0.549,26.3,desktop,Basic,Seoul,electronics,email,Bargain
CUST-002928,2025-10-28,41.0,5,6.86,5,2,0.415,0.429,13.3,desktop,Basic,Daegu,fashion,email|push,Explorer
CUST-002929,2023-07-30,52.0,10,6.62,3,3,0.038,0.608,5.8,desktop,Basic,Gyeonggi,sports,email|push,Bargain
CUST-002930,2025-10-01,52.0,8,15.06,7,4,0.162,0.488,3.3,mobile,Basic,Busan,sports,push,Bargain
CUST-002931,2026-07-11,42.0,11,35.03,6,1,0.149,0.122,10.5,mobile,Basic,Seoul,home,email,Explorer
CUST-002932,2025-10-13,44.0,8,30.99,5,4,0.1,0.642,8.1,mobile,Silver,Daejeon,fashion,email,Bargain
CUST-002933,2025-02-17,18.0,18,23.81,11,3,0.095,0.104,13.1,desktop,Silver,Busan,home,sms,Explorer
CUST-002934,2025-10-10,31.0,11,27.73,10,3,0.06,0.718,18.3,desktop,Silver,Daejeon,fashion,push,Bargain
CUST-002935,2023-05-09,51.0,4,31.95,7,2,0.137,0.237,5.2,mobile,Basic,Daegu,electronics,push,Explorer
CUST-002936,2023-09-17,41.0,10,13.58,8,5,0.261,0.465,15.0,mobile,Basic,Seoul,electronics,push|sms,Bargain
CUST-002937,2025-08-13,26.0,12,20.48,4,6,0.036,0.4,10.1,mobile,Basic,Busan,beauty,email|push,Explorer
CUST-002938,2025-03-14,39.0,10,11.0,7,4,0.073,0.352,7.9,tablet,Basic,Gyeonggi,beauty,sms,Bargain
CUST-002939,2022-02-19,24.0,9,12.92,6,5,0.05,0.706,6.5,desktop,Basic,Busan,sports,sms,Bargain
CUST-002940,2024-12-04,50.0,6,30.44,5,2,0.254,0.707,4.2,desktop,Basic,Busan,beauty,email|push,Explorer
CUST-002941,2022-02-25,60.0,14,9.19,6,4,0.208,0.485,5.6,mobile,Silver,Daejeon,electronics,email,Explorer
CUST-002942,2024-06-02,28.0,2,34.62,3,5,0.172,0.446,3.0,mobile,Basic,Daejeon,electronics,email|sms,Explorer
CUST-002943,2024-06-27,48.0,4,25.34,6,1,0.066,0.301,10.9,mobile,Silver,Seoul,sports,sms,Explorer
CUST-002944,2026-06-06,38.0,9,10.16,2,6,0.121,0.224,16.8,desktop,Silver,Gyeonggi,electronics,email|sms,Loyal
CUST-002945,2023-10-05,58.0,11,57.65,7,3,0.332,0.126,9.6,mobile,Basic,Gyeonggi,home,email,Explorer
CUST-002946,2023-07-15,46.0,10,25.32,7,3,0.045,0.492,10.6,desktop,Silver,Gyeonggi,electronics,email,Loyal
CUST-002947,2025-07-28,35.0,9,16.81,3,4,0.193,0.454,19.3,mobile,Basic,Seoul,home,email,Bargain
CUST-002948,2023-02-15,47.0,6,8.55,5,4,0.177,0.164,11.3,mobile,Basic,Seoul,fashion,push,Bargain
CUST-002949,2022-08-31,32.0,10,55.38,7,8,0.008,0.098,19.3,tablet,Basic,Gyeonggi,beauty,push,Explorer
CUST-002950,2023-05-21,25.0,11,20.15,8,4,0.024,0.688,13.1,desktop,Gold,Daegu,fashion,push,Bargain
CUST-002951,2026-03-16,23.0,4,29.47,3,4,0.262,0.801,2.9,mobile,Silver,Gyeonggi,electronics,push|sms,Explorer
CUST-002952,2024-09-29,36.0,9,13.42,6,2,0.125,0.135,3.1,mobile,Basic,Seoul,beauty,email|push,Explorer
CUST-002953,2025-04-26,31.0,12,18.72,1,5,0.24,0.508,0.9,desktop,Basic,Daegu,fashion,email|sms,Bargain
CUST-002954,2025-11-29,51.0,5,8.7,2,8,0.033,0.518,7.7,mobile,Basic,Seoul,beauty,email|push,Loyal
CUST-002955,2026-03-24,34.0,6,55.1,5,1,0.44,0.769,5.8,desktop,Basic,Seoul,beauty,push,Explorer
CUST-002956,2025-07-23,46.0,9,20.73,6,2,0.089,0.194,10.8,mobile,Gold,Gyeonggi,beauty,email|sms,Bargain
CUST-002957,2026-07-06,35.0,13,10.41,4,5,0.048,0.509,18.2,desktop,Basic,Seoul,home,email|push|sms,Loyal
CUST-002958,2024-12-18,35.0,9,42.48,5,4,0.072,0.712,8.6,desktop,Silver,Gyeonggi,fashion,email,Bargain
CUST-002959,2023-11-26,53.0,8,18.19,4,5,0.019,0.335,9.9,desktop,Basic,Daegu,electronics,push,Explorer
CUST-002960,2026-04-14,50.0,12,34.97,4,2,0.297,0.681,11.2,mobile,Gold,Daejeon,beauty,push,Explorer
CUST-002961,2024-02-25,37.0,13,28.88,4,4,0.361,0.722,13.2,tablet,Silver,Seoul,beauty,email|push,Explorer
CUST-002962,2025-09-21,41.0,11,16.92,3,3,0.268,0.522,7.5,desktop,Silver,Busan,electronics,email,Bargain
CUST-002963,2022-04-09,33.0,10,16.67,8,8,0.149,0.768,14.4,desktop,Basic,Daejeon,beauty,email,Bargain
CUST-002964,2023-08-05,48.0,7,21.08,10,7,0.438,0.652,8.4,mobile,Silver,Seoul,beauty,email,Explorer
CUST-002965,2024-11-09,46.0,16,21.19,8,6,0.229,0.63,3.5,mobile,Basic,Seoul,electronics,email,Explorer
CUST-002966,2025-04-27,30.0,9,27.38,7,5,0.151,0.348,13.7,mobile,Basic,Busan,electronics,push|sms,Explorer
CUST-002967,2024-02-18,31.0,14,22.44,2,4,0.022,0.779,10.0,desktop,Silver,Busan,beauty,email,Loyal
CUST-002968,2023-07-30,37.0,8,19.44,9,4,0.097,0.562,8.6,desktop,Silver,Daegu,fashion,email|push,Loyal
CUST-002969,2023-12-28,52.0,11,15.23,7,4,0.065,0.366,7.7,mobile,,Busan,fashion,email|push,Loyal
CUST-002970,2022-07-19,46.0,6,8.54,6,3,0.207,0.515,11.7,tablet,Gold,Gyeonggi,electronics,email|push,Loyal
CUST-002971,2025-09-16,62.0,7,14.08,4,2,0.077,0.311,8.0,mobile,Basic,Gyeonggi,electronics,email|push,Explorer
CUST-002972,2022-10-26,37.0,13,30.67,7,6,0.224,0.729,24.5,mobile,Basic,Gyeonggi,beauty,push,Explorer
CUST-002973,2026-07-22,36.0,5,41.0,6,4,0.049,0.274,7.1,desktop,Basic,Seoul,fashion,email,Loyal
CUST-002974,2025-04-06,37.0,13,15.38,6,6,0.102,0.515,1.6,mobile,Basic,Busan,fashion,email|push,Loyal
CUST-002975,2024-09-13,39.0,6,6.27,4,4,0.11,0.146,11.2,mobile,Silver,Seoul,beauty,email,Loyal
CUST-002976,2024-02-24,41.0,6,22.79,5,3,0.386,0.811,5.7,desktop,Silver,Gyeonggi,home,email,Bargain
CUST-002977,2025-10-23,32.0,12,10.93,6,2,0.023,0.534,9.1,mobile,Silver,Gyeonggi,beauty,push,Bargain
CUST-002978,2022-04-13,43.0,9,42.25,3,6,0.318,0.732,52.9,mobile,Basic,Seoul,home,push|sms,Explorer
CUST-002979,2022-02-09,51.0,6,22.75,4,3,0.084,0.301,6.8,mobile,Silver,Daegu,home,push|sms,Bargain
CUST-002980,2023-08-25,29.0,8,28.11,3,10,0.083,0.209,4.3,tablet,Silver,Seoul,beauty,sms,Loyal
CUST-002981,2022-06-20,20.0,8,24.68,5,5,0.058,0.25,30.6,mobile,Silver,Gyeonggi,beauty,push|sms,Bargain
CUST-002982,2023-05-20,28.0,4,28.44,5,4,0.121,0.692,5.3,mobile,Basic,Busan,sports,email,Bargain
CUST-002983,2025-11-18,39.0,13,34.4,4,6,0.181,0.559,2.8,mobile,Basic,Seoul,home,email|push|sms,Bargain
CUST-002984,2022-05-14,23.0,6,15.8,7,3,0.045,0.581,10.7,mobile,Basic,Seoul,beauty,email|push|sms,Bargain
CUST-002985,2023-11-02,33.0,5,20.23,1,2,0.299,0.767,10.0,desktop,Silver,Gyeonggi,electronics,email|push,Explorer
CUST-002986,2024-08-25,20.0,6,36.89,9,2,0.298,0.278,11.4,desktop,Silver,Gyeonggi,electronics,email,Explorer
CUST-002987,2026-04-30,34.0,15,15.03,5,3,0.267,0.444,8.3,mobile,Basic,Daegu,beauty,sms,Bargain
CUST-002988,2024-10-20,62.0,7,12.2,6,1,0.018,0.726,20.1,desktop,Basic,Gyeonggi,beauty,push,Bargain
CUST-002989,2024-01-26,45.0,11,35.26,5,6,0.182,0.649,25.7,mobile,Basic,Daejeon,beauty,push|sms,Explorer
CUST-002990,2023-07-24,43.0,5,7.44,8,5,0.277,0.627,6.2,mobile,Silver,Seoul,beauty,email,Bargain
CUST-002991,2022-07-22,27.0,8,14.85,6,3,0.301,0.328,10.4,desktop,Gold,Gyeonggi,home,push,Bargain
CUST-002992,2023-04-02,35.0,6,18.09,6,7,0.348,0.188,32.1,tablet,Gold,Seoul,fashion,email|push,Loyal
CUST-002993,2025-03-05,49.0,4,9.02,8,2,0.568,0.506,10.2,desktop,Basic,Gyeonggi,electronics,sms,Explorer
CUST-002994,2024-02-27,23.0,9,18.36,5,6,0.2,0.403,22.2,mobile,Basic,Gyeonggi,fashion,push,Bargain
CUST-002995,2025-12-09,55.0,14,15.69,7,5,0.21,0.696,9.2,tablet,Gold,Gyeonggi,beauty,push,Bargain
CUST-002996,2024-07-03,36.0,11,26.46,3,6,0.235,0.269,10.7,mobile,Basic,Daegu,sports,email,Loyal
CUST-002997,2025-08-17,27.0,8,27.69,4,3,0.155,0.386,6.5,desktop,Silver,Seoul,beauty,push,Bargain
CUST-002998,2024-02-26,21.0,10,28.64,7,7,0.066,0.543,5.8,tablet,Basic,Daejeon,home,push,Loyal
CUST-002999,2025-04-18,31.0,8,34.57,7,3,0.222,0.247,11.8,mobile,Silver,Busan,beauty,email,Explorer
CUST-003000,2025-07-15,51.0,9,24.61,6,5,0.066,0.667,8.9,mobile,Silver,Gyeonggi,sports,email|push,Loyal
CUST-003001,2024-08-27,28.0,9,21.08,5,2,0.115,0.635,23.1,mobile,Gold,Seoul,fashion,push,Bargain
CUST-003002,2022-09-18,24.0,8,29.95,2,3,0.13,0.587,6.2,desktop,Basic,Daejeon,home,email,Explorer
CUST-003003,2024-12-17,33.0,10,43.63,6,3,0.139,0.313,3.0,mobile,Basic,Daejeon,fashion,sms,Bargain
CUST-003004,2025-06-05,30.0,11,7.66,7,3,0.251,0.688,18.2,mobile,Basic,Busan,beauty,push,Bargain
CUST-003005,2024-07-08,26.0,10,13.46,8,4,0.238,0.343,13.7,mobile,Basic,Seoul,electronics,email|sms,Loyal
CUST-003006,2024-09-24,34.0,10,17.51,8,0,0.073,0.281,6.0,desktop,Silver,Daejeon,electronics,email|push,Explorer
CUST-003007,2022-03-04,47.0,9,17.5,9,5,0.191,0.277,10.3,mobile,Basic,Seoul,sports,email|push|sms,Explorer
CUST-003008,2025-04-20,,9,9.17,3,3,0.118,0.953,1.3,desktop,Basic,Gyeonggi,beauty,push,Bargain
CUST-003009,2025-09-20,31.0,8,12.98,6,3,0.21,0.187,7.0,desktop,Basic,Gyeonggi,beauty,email,Bargain
CUST-003010,2023-02-09,38.0,7,14.79,6,5,0.286,0.369,14.2,desktop,Gold,Daejeon,beauty,email|push,Loyal
CUST-003011,2023-12-25,44.0,8,25.41,7,10,0.137,0.404,6.6,mobile,Silver,Seoul,home,push,Loyal
CUST-003012,2022-06-01,39.0,4,14.23,4,7,0.455,0.306,11.0,mobile,Silver,Busan,electronics,email,Explorer
CUST-003013,2026-01-04,41.0,11,4.82,3,5,0.051,0.223,4.6,mobile,Gold,Gyeonggi,electronics,push,Loyal
CUST-003014,2025-10-27,54.0,7,26.79,4,5,0.059,0.766,3.9,desktop,Basic,Seoul,fashion,email,Explorer
CUST-003015,2025-04-14,32.0,8,9.6,4,3,0.256,0.596,22.0,desktop,Gold,Gyeonggi,home,email,Bargain
CUST-003016,2024-08-02,42.0,11,7.76,4,6,0.102,0.639,29.0,desktop,Basic,Daegu,home,email,Bargain
CUST-003017,2025-06-19,18.0,10,17.87,4,2,0.017,0.727,12.2,tablet,Silver,Seoul,fashion,sms,Explorer
CUST-003018,2026-03-19,27.0,7,13.8,7,4,0.358,0.651,1.0,mobile,Silver,Busan,sports,email,Bargain
CUST-003019,2023-07-16,24.0,10,29.67,5,5,0.132,0.165,9.3,mobile,Gold,Seoul,sports,email,Explorer
CUST-003020,2025-04-24,36.0,11,235.45,7,5,0.304,0.69,14.2,mobile,Basic,Daejeon,electronics,push|sms,Explorer
CUST-003021,2025-12-10,31.0,11,21.3,7,2,0.089,0.033,3.6,desktop,Basic,Seoul,fashion,sms,Explorer
CUST-003022,2026-05-17,47.0,9,9.2,6,2,0.048,0.366,12.5,desktop,Basic,Gyeonggi,beauty,email,Explorer
CUST-003023,2024-02-21,43.0,7,13.61,3,1,0.236,0.414,12.5,tablet,Basic,Gyeonggi,home,push,Loyal
CUST-003024,2022-03-09,18.0,7,20.64,7,8,0.065,0.604,27.1,mobile,Silver,Seoul,home,email,Bargain
CUST-003025,2024-03-28,28.0,8,15.88,3,6,0.105,0.647,7.9,desktop,Silver,Seoul,home,sms,Loyal
CUST-003026,2022-02-07,32.0,7,11.58,7,2,0.264,0.404,46.1,desktop,Gold,Busan,fashion,email,Bargain
CUST-003027,2024-07-30,43.0,9,19.58,5,5,0.372,0.231,30.2,mobile,Silver,Daejeon,fashion,email,Explorer
CUST-003028,2023-03-10,48.0,9,24.52,10,3,0.355,0.807,14.2,desktop,Basic,Daegu,electronics,push,Bargain
CUST-003029,2024-03-01,22.0,8,45.23,5,5,0.161,0.247,34.5,desktop,Silver,Gyeonggi,beauty,email,Explorer
CUST-003030,2022-05-06,45.0,11,24.64,5,3,0.049,0.597,14.1,desktop,Silver,Busan,fashion,push|sms,Bargain
CUST-003031,2022-07-08,70.0,13,10.13,5,4,0.143,0.725,12.7,desktop,Silver,Seoul,beauty,sms,Bargain
CUST-003032,2022-11-01,62.0,9,34.43,10,3,0.283,0.741,22.8,desktop,Basic,Gyeonggi,electronics,push,Explorer
CUST-003033,2025-11-15,41.0,7,12.02,10,2,0.092,0.501,15.7,desktop,Basic,Seoul,electronics,email|push|sms,Bargain
CUST-003034,2023-04-25,18.0,6,12.02,9,3,0.097,0.528,10.3,mobile,Silver,Daegu,sports,sms,Bargain
CUST-003035,2022-08-30,63.0,13,12.74,8,4,0.254,0.293,23.1,mobile,Gold,Seoul,sports,email|push,Explorer
CUST-003036,2022-08-04,54.0,8,30.86,7,3,0.121,0.576,25.2,mobile,Gold,Gyeonggi,fashion,sms,Explorer
CUST-003037,2025-07-18,55.0,8,25.54,6,1,0.045,0.489,14.5,desktop,Gold,Seoul,fashion,push,Explorer
CUST-003038,2025-07-20,24.0,16,8.47,5,4,0.078,0.501,9.8,mobile,Silver,Busan,beauty,email|sms,Loyal
CUST-003039,2026-05-01,32.0,8,18.11,9,4,0.074,0.372,5.9,mobile,Gold,Daegu,beauty,sms,Loyal
CUST-003040,2022-02-04,31.0,6,25.92,6,4,0.073,0.358,33.9,mobile,Silver,Gyeonggi,fashion,email,Explorer
CUST-003041,2024-01-18,51.0,7,15.51,7,5,0.011,0.315,11.8,mobile,Silver,Gyeonggi,beauty,push,Bargain
CUST-003042,2024-01-05,61.0,3,11.1,6,4,0.257,0.716,16.2,desktop,Silver,Seoul,beauty,email,Loyal
CUST-003043,2023-10-08,49.0,10,8.64,4,2,0.361,0.21,3.0,mobile,Basic,Gyeonggi,fashion,push|sms,Bargain
CUST-003044,2026-01-11,36.0,3,13.84,8,7,0.122,0.774,17.8,mobile,Silver,Seoul,beauty,email,Bargain
CUST-003045,2022-04-05,21.0,5,5.13,5,3,0.435,0.452,7.0,mobile,Gold,Gyeonggi,home,email|push,Bargain
CUST-003046,2022-11-03,60.0,18,9.98,5,3,0.125,0.449,5.6,desktop,Basic,Seoul,home,sms,Bargain
CUST-003047,2025-05-29,52.0,9,17.4,5,2,0.232,0.613,49.6,mobile,Basic,Seoul,beauty,push,At_Risk
CUST-003048,2025-09-25,26.0,8,26.47,8,3,0.173,0.429,19.6,mobile,Basic,Busan,home,sms,Explorer
CUST-003049,2022-11-25,32.0,8,26.67,7,5,0.171,0.72,8.8,mobile,Basic,Gyeonggi,home,email|sms,Bargain
CUST-003050,2023-10-14,55.0,11,14.28,3,4,0.507,0.693,3.9,mobile,Basic,Busan,beauty,email,Bargain
CUST-003051,2022-07-06,28.0,9,5.4,6,2,0.18,0.352,17.3,mobile,Basic,Gyeonggi,home,email|push,Bargain
